353898478401.8948	-4338835249.641596	500017887948.9408	1043480795309.9822	-188079579059.3511	-468518151247.93964	-49713016651.2845	2476934669055.49	-215665813997.78198	-1791815258690.0662	-46612292.986445054	-2414091742823.037	2337210011148.2637	4603985604946.044
-4338836493.76273	35411375759.44427	213530182517.7339	-210595904177.05444	35336213111.07321	96808367388.06546	15440613628.53221	-504247578976.846	-88902461746.23903	317956919757.0777	539251.3017812849	231671802956.95428	-358523100900.15533	-577844863383.5616
500018228915.26733	213530153321.87018	159143858388502.44	826603049792.7317	-590932858379.971	-5338048452435.502	1036572407129.0767	674569808333.8503	-93340161973648.45	6641693309746.485	-148625752.15048894	19839466554267.637	-16958207130112.848	-35630265126489.22
1043480928274.6222	-210595904158.42535	826600123448.4971	17864756803288.902	-3142527583881.111	-9578475435965.166	-1249081960316.1428	42590389369161.99	-716258698381.7992	-27569446963539.64	4578830.668985763	-19285151221171.797	29619672811600.023	46444063079167.59
-188079603258.5121	35336213173.9546	-590932342643.2152	-3142527590428.026	554577187230.1843	1704118218925.3276	216631308378.64804	-7487613336680.262	392892701553.9918	4828052267198.53	5024416.148061575	3355050883861.204	-5160636328659.676	-8097980838502.527
-468518235304.1691	96808368768.19829	-5338046961354.829	-9578475577732.963	1704118240573.4387	5456694566748.647	645554940874.6514	-22786396760458.72	3483383282638.2627	14396859912197.3	69214604.05887948	9331168790621.693	-14953634400918.213	-23285649947831.53
-49713024247.030365	15440613516.782145	1036572600891.966	-1249081949854.1492	216631306101.6417	645554926138.2526	96428248871.328	-2987146850312.9897	-587234337645.2747	1969037642602.6045	-2630489.148875015	1398438210789.3716	-2149720384669.7004	-3368782677421.5615
2476934983599.315	-504247578725.0796	674562833629.1375	42590389348646.47	-7487613317460.878	-22786396412099.535	-2987146873888.5063	101549390748595.38	-930123429838.243	-65793216411674.65	27873069.55529845	-46101877533116.17	70759428762041.62	110957889059366.22
-215666016085.68085	-88902444110.61357	-93340162030319.66	-716260465389.1783	392893013085.4412	3483384186117.085	-587234220760.1117	-930127640996.693	55528731039728.91	-3873513551326.197	120030120.7129461	-11425095570722.125	9912031780345.932	19963676514261.125
-1791815441940.2566	317956917307.58765	6641697966248.371	-27569446716337.51	4828052213216.973	14396859560627.496	1969037642841.4934	-65793215855105.53	-3873516357561.546	43183291909179.69	3202741.9768748116	31603635935932.785	-47136540399991.88	-74616039699381.75
-46612291.66579272	539251.1139360176	-148625729.71940735	4578850.801390348	5024412.5493861325	69214592.74341501	-2630490.403767191	27873117.3857054	120030107.74187574	3202711.768414586	566409.8554254282	225278779.94459093	20290275.13828993	-347250631.36705697
-2414091801237.489	231671793048.0839	19839470495490.344	-19285150190004.83	3355050693293.777	9331168075434.805	1398438156589.2322	-46101875102946.586	-11425097924782.156	31603634625489.78	225278799.04940936	29948308541388.996	-37330109308719.93	-64797288831722.85
2337210173803.4375	-358523094494.02484	-16958212391893.309	29619672154172.82	-5160636201018.808	-14953633811441.418	-2149720359914.2139	70759427231947.66	9912034942116.605	-47136539797406.46	20290243.96542066	-37330110279379.96	52850765283584.766	85692150879942.86
4603985808337.288	-577844847424.192	-35630273879824.72	46444061423317.82	-8097980527060.587	-23285648682016.39	-3368782599100.698	110957885174019.88	19963681758907.855	-74616037799747.08	-347250678.6418346	-64797289683126.586	85692149864744.23	144661517862434.4
