Obs	log_k_s2o4_disp	log_k_s2o4_o2	log_k_s2o4_fe3	log_sitefrac	log_k_fe2_o2_fast	log_factor_k_fe2_o2_slow	log_k_fe2_cr6_fast	log_factor_k_fe2_cr6_slow	log_is2o4	log_ifeoh3	log_q	log_aqfrac	log_k_fe2aq_o2	log_k_fe2aq_cr6
Cr6_Obs_t84	3178912899999998e-20	-12098000000000644e-24	-8259107000000003e-21	-32160102000000016e-21	452947000000026e-21	-1337409999999938e-22	-1956031200000001e-20	-30664800000000615e-23	-14212891999999992e-21	-25797022999999983e-21	5893558999999995e-21	9545115000000006e-21	-3206999999999375e-24	6549999999916106e-25
Cr6_Obs_t85	33022958999999946e-21	-12569000000036302e-24	-8582074000000003e-21	-3341422500000003e-20	4836259999999672e-22	-14230700000000623e-23	-20183407000000013e-21	-3190870000000198e-22	-14767528000000007e-21	-26810798000000026e-21	6134136999999966e-21	9918728999999976e-21	-332800000001055e-23	6819999999582629e-25
Cr6_Obs_t86	3430314700000003e-20	-13059999999992043e-24	-8917308999999968e-21	-3471572799999999e-20	5162500000000308e-22	-1513669999999895e-22	-20824655999999997e-21	-33202600000000067e-23	-15343189999999985e-21	-27863226999999988e-21	6384245000000042e-21	10306496999999985e-21	-34549999999841977e-25	7080000000102261e-25
Cr6_Obs_t87	35631309e-12	-13568000000022161e-24	-9265245000000024e-21	-3606627500000002e-20	5509409999999735e-22	-16094400000001436e-23	-2148448800000002e-20	-34548000000002435e-23	-15940619000000034e-21	-2895568300000004e-20	6644243000000003e-21	10708918999999967e-21	-35840000000243928e-25	7369999999756629e-25
Cr6_Obs_t88	37009100999999994e-21	-14097000000022574e-24	-9626331000000018e-21	-3746758499999999e-20	5878250000000235e-22	-17106900000001115e-23	-2216333899999999e-20	-3594709999999758e-22	-16560582999999992e-21	-3008958700000001e-20	69145000000000166e-22	11126506000000033e-21	-37169999999943945e-25	7660000000088625e-25
Cr6_Obs_t89	38438232999999964e-21	-1464700000002717e-23	-10001030000000024e-21	-3892142600000001e-20	6270349999999814e-22	-18176700000004938e-23	-2286165100000001e-20	-3740210000000111e-22	-17203871000000007e-21	-3126639900000003e-20	7195398000000017e-21	11559785999999999e-21	-38559999999946315e-25	7949999999742992e-25
Cr6_Obs_t90	3992046099999999e-20	-1521699999998573e-23	-10389813999999992e-21	-40429613e-12	6687160000000132e-22	-19306700000002673e-23	-23579865e-12	-3891500000000164e-22	-1787129200000001e-20	-3248762200000001e-20	7487334999999967e-21	12009304000000025e-21	-3998000000009986e-24	8270000000226164e-25
Cr6_Obs_t91	41457590000000014e-21	-15807999999948468e-24	-10793172999999962e-21	-4199401799999998e-20	7130170000000115e-22	-20499999999997514e-23	-2431842999999997e-20	-404878999999996e-21	-1856368199999997e-20	-33754804999999984e-21	779071800000001e-20	12475619000000025e-21	-4143999999989029e-24	860000000019504e-24
Cr6_Obs_t92	4305147199999999e-20	-16420999999999482e-24	-11211609000000004e-21	-43616563999999986e-21	7600960000000157e-22	-21759699999999443e-23	-25077797999999983e-21	-4212330000000192e-22	-1928189999999999e-20	-3506954099999998e-20	8105970999999987e-21	12959304000000041e-21	-4295000000015855e-24	8940000000327245e-25
Cr6_Obs_t93	44704009000000016e-21	-17056999999985698e-24	-11645640000000005e-21	-4529922999999998e-20	8101209999999917e-22	-2308930000000125e-22	-25858423999999995e-21	-43823599999997e-20	-20026830999999987e-21	-36433470000000014e-21	843352800000001e-20	13460948999999986e-21	-4452000000005154e-24	9289999999606341e-25
Cr6_Obs_t94	4641715499999999e-20	-1771699999999121e-23	-12095795e-12	-4704404500000001e-20	8632710000000505e-22	-2449209999999584e-22	-26660760999999973e-21	-45591199999996915e-23	-20799380000000008e-21	-37848274999999966e-21	8773839000000041e-21	13981159000000014e-21	-4613999999940593e-24	9650000000065205e-25
Cr6_Obs_t95	4819291399999998e-20	-18399000000017237e-24	-12562619000000015e-21	-48853092999999975e-21	9197329999999942e-22	-2597179999999622e-22	-27485268999999977e-21	-4742849999999683e-22	-21600481000000026e-21	-39315686999999985e-21	9127371000000018e-21	14520559000000006e-21	-47809999999915776e-25	1003999999999762e-24
Cr6_Obs_t96	5003333500000002e-20	-19107999999976033e-24	-13046672999999991e-21	-5072851799999999e-20	9797040000000248e-22	-27532399999999953e-23	-28332408999999988e-21	-4933840000000345e-22	-22431092e-12	-40837484000000006e-21	9494598000000024e-21	15079782000000029e-21	-4954999999987487e-24	10420000000105518e-25
Cr6_Obs_t97	51940523999999926e-21	-1984100000005577e-23	-13548528000000043e-21	-52672514000000053e-21	10433959999999457e-22	-291776000000031e-21	-29202640000000014e-21	-5132340000000679e-22	-2329219300000005e-20	-4241549100000002e-20	9876017999999926e-21	1565948599999999e-20	-513400000003118e-23	1084000000018911e-24
Cr6_Obs_t98	53916632000000073e-21	-20599999999950302e-24	-1406877699999993e-20	-5468733499999999e-20	11110290000000298e-22	-3091179999999621e-22	-3009642199999997e-20	-5338649999999485e-22	-24184793000000014e-21	-4405157999999995e-20	10272137000000062e-21	16260338000000042e-21	-53189999999695824e-25	11260000000272701e-25
Cr6_Obs_t99	5596386300000003e-20	-21387000000031107e-24	-14608018999999985e-21	-5677528600000001e-20	11828380000000158e-22	-327391000000022e-21	-3101421499999999e-20	-5553049999999982e-22	-2510992300000003e-20	-4574767200000002e-20	10683481000000008e-21	1688302600000004e-20	-5510999999988435e-24	11700000000005326e-25
Cr6_Obs_t100	58084469000000005e-21	-22202000000027134e-24	-15166875999999993e-21	-5893873300000002e-20	12590680000000088e-22	-3466429999999783e-22	-3195648000000005e-20	-5775840000000294e-22	-2606864399999998e-20	-4750573400000001e-20	11110588999999998e-21	17528249999999962e-21	-5709000000037523e-24	1216000000006461e-24
Cr6_Obs_t101	6028075199999999e-20	-23048000000021264e-24	-15745978999999997e-21	-6118009199999999e-20	13399799999999688e-22	-36691700000002507e-23	-32923669000000007e-21	-6007330000000401e-22	-27062035000000043e-21	-4932778099999999e-20	11554018999999997e-21	18196729999999983e-21	-5914000000031535e-24	12629999999270785e-25
Cr6_Obs_t102	6255506200000001e-20	-23924000000031045e-24	-1634597700000006e-20	-6350184000000002e-20	1425848999999949e-21	-38826300000003027e-23	-3391624000000002e-20	-6247849999999934e-22	-28091206000000043e-21	-5121587700000001e-20	12014342999999995e-21	1888919999999996e-20	-6125000000055782e-24	1312999999998339e-24
Cr6_Obs_t103	6490979900000003e-20	-2483399999998628e-23	-16967530000000053e-21	-6590650300000003e-20	15169649999999425e-22	-41073099999999735e-23	-34934640000000046e-21	-649772000000073e-21	-29157289000000047e-21	-5317213300000001e-20	12492149999999958e-21	19606408999999967e-21	-6344999999989857e-24	1362999999934074e-24
Cr6_Obs_t104	6734740800000004e-20	-25776000000057607e-24	-17611313000000055e-21	-6839666599999998e-20	1613634999999983e-21	-4343730000000304e-22	-35979313999999994e-21	-6757290000000037e-22	-3026143900000004e-20	-5519870500000004e-20	12988045999999958e-21	20349123999999956e-21	-6572000000072144e-24	14159999999526895e-25
Cr6_Obs_t105	69870382e-12	-26751000000024166e-24	-1827801600000002e-20	-7097496500000005e-20	17161799999999264e-22	-4592429999999948e-22	-3705070300000006e-20	-7026900000000697e-22	-3140483900000006e-20	-57297799e-12	13502654999999951e-21	2111812700000003e-20	-6806000000031594e-24	14709999999362082e-25
Cr6_Obs_t106	7248125800000004e-20	-277609999999864e-22	-18968340999999964e-21	-7364408799999995e-20	18249399999999724e-22	-4853959999999419e-22	-3814923699999994e-20	-730690999999978e-21	-32588692999999935e-21	-5947166299999998e-20	14036619000000058e-21	21914213000000064e-21	-7045999999885752e-24	15280000000879184e-25
Cr6_Obs_t107	7518261399999992e-20	-28806000000012067e-24	-1968300799999999e-20	-7640677900000011e-20	194026999999999e-20	-5128950000000536e-22	-3927534500000004e-20	-7597710000000607e-22	-3381423100000009e-20	-6172259600000006e-20	14590592999999971e-21	22738190999999953e-21	-72960000000387654e-25	15859999998832667e-25
Cr6_Obs_t108	7797707099999999e-20	-2988599999996565e-23	-20422745999999976e-21	-7926582900000002e-20	20625470000000046e-22	-5417950000000425e-22	-4042943900000004e-20	-7899670000000073e-22	-3508270200000003e-20	-6405293399999998e-20	1516525499999991e-20	23590887999999958e-21	-755300000000118e-23	16469999999647834e-25
Cr6_Obs_t109	80867289e-12	-3100200000003288e-23	-2118829800000003e-20	-8222407600000007e-20	2192165999999996e-21	-5721619999999699e-22	-4161192700000003e-20	-8213180000000146e-22	-36395381e-12	-6646506100000006e-20	1576129799999999e-20	24473141000000027e-21	-7818000000026494e-24	17110000000614177e-25
Cr6_Obs_t110	8385596299999994e-20	-3215599999997537e-23	-2198042400000003e-20	-8528441099999995e-20	2329539000000053e-21	-6040600000000004e-22	-42823205999999956e-21	-8538670000000052e-22	-3775356400000004e-20	-6896140399999999e-20	1637943099999996e-20	25385799000000035e-21	-8091000000046947e-24	17769999999874301e-25
Cr6_Obs_t111	8694582400000007e-20	-3334999999996132e-23	-227998889999999e-19	-8844976499999993e-20	2475101000000063e-21	-6375580000000074e-22	-4406365699999998e-20	-8876549999999374e-22	-39158564999999985e-21	-7154442699999997e-20	17020384000000088e-21	26329725000000015e-21	-837399999995968e-23	18440000000314195e-25
Cr6_Obs_t112	9013963699999999e-20	-3458299999994051e-23	-23647471999999997e-21	-9172311299999998e-20	2629309999999986e-21	-6727229999999669e-22	-4533365100000002e-20	-9227250000000733e-22	-4061171800000001e-20	-7421663300000004e-20	17684903999999873e-21	27305794999999978e-21	-8664999999935313e-24	1914999999937453e-24
Cr6_Obs_t113	9344019199999999e-20	-3585799999999582e-23	-24523962000000095e-21	-9510746800000009e-20	2792645999999936e-21	-7096280000000888e-22	-46633539000000095e-21	-9591220000000297e-22	-42114376000000094e-21	-7698056100000005e-20	18373754999999933e-21	28314891999999943e-21	-8965000000091825e-24	1987999999943915e-24
Cr6_Obs_t114	9685030300000003e-20	-3717699999995663e-23	-25430157999999998e-21	-9860588399999993e-20	2965611000000116e-21	-7483479999998701e-22	-4796366099999992e-20	-9968919999999478e-22	-4366790999999989e-20	-7983878699999991e-20	19087720000000012e-21	29357912000000053e-21	-9274999999937328e-24	20630000001863307e-25
Cr6_Obs_t115	0.00010037280999999987	-3853900000004378e-23	-26366867000000108e-21	-0.00010222144600000007	31487339999999853e-22	-7889570000000453e-22	-4932433300000005e-20	-10360820000000195e-22	-4527370400000011e-20	-827939140000001e-19	19827597999999845e-21	3043575599999987e-20	-9594000000099235e-24	2140999999901763e-24
Cr6_Obs_t116	0.00010401056599999992	-3994700000000133e-23	-27334904000000026e-21	-0.000105957268	33425670000000205e-22	-8315350000000232e-22	-5071585300000001e-20	-10767389999998944e-22	-4693315500000004e-20	-8584857699999997e-20	20594209000000086e-21	3154933500000001e-20	-9922999999950133e-24	2222000000038889e-24
Cr6_Obs_t117	0.00010776643499999998	-41402000000015024e-24	-28335094000000104e-21	-0.00010981649399999997	35476860000000084e-22	-8761620000000267e-22	-5213849900000006e-20	-11189139999999648e-22	-4864767799999997e-20	-8900543700000006e-20	2138838700000006e-20	3269956300000002e-20	-10263999999997027e-24	2305000000005393e-24
Cr6_Obs_t118	0.00011164329399999995	-4290400000008486e-23	-2936826200000003e-20	-0.00011380228500000011	37647000000000353e-22	-9229220000000724e-22	-5359252200000007e-20	-11626570000000311e-22	-50418688999999995e-21	-9226717800000004e-20	22210985999999956e-21	33887360999999936e-21	-1061300000003906e-23	23919999999017037e-25
Cr6_Obs_t119	0.00011564401599999998	-44455999999954907e-24	-30435242999999994e-21	-0.0001179178229999999	3994237999999973e-21	-9719000000000914e-22	-5507815299999998e-20	-1208019999999994e-21	-5224761999999994e-20	-9563650799999994e-20	23062875000000045e-21	35113652000000025e-21	-10974000000006038e-24	2481000000033968e-24
Cr6_Obs_t120	0.00011977147600000009	-46056999999981524e-24	-3153686899999989e-20	-0.00012216629999999983	4236962000000132e-21	-10231829999999805e-22	-56595592999999856e-21	-12550559999999396e-22	-5413590499999996e-20	-9911614099999985e-20	23944941000000143e-21	36379361000000115e-21	-11345999999983272e-24	2573000000045825e-24
Cr6_Obs_t121	0.0001240285370000001	-4770799999994387e-23	-3267397699999988e-20	-0.00012655091299999997	4493563000000108e-21	-1076861999999972e-21	-5814501499999983e-20	-13038199999999194e-22	-5608498099999999e-20	-0.00010270879899999984	24858086000000146e-21	3768541100000007e-20	-11727999999920549e-24	2669000000123014e-24
Cr6_Obs_t122	0.00012841804000000007	-494129999999073e-22	-33847402999999924e-21	-0.00013107486399999998	4764759000000041e-21	-11330299999999928e-22	-5972656400000005e-20	-1354369000000085e-21	-5809628699999991e-20	-0.00010641720599999993	2580323000000003e-20	39032723000000054e-21	-12122000000053819e-24	2768000000079795e-24
Cr6_Obs_t123	0.00013294282799999996	-5117100000009261e-23	-3505797900000006e-20	-0.00013574134299999997	5051300000000051e-21	-11917790000000544e-22	-6134034800000005e-20	-14067569999998955e-22	-60171257999999955e-21	-0.00011024407800000008	26781306000000024e-21	40422216000000005e-21	-1252600000001161e-23	2870000000051694e-24
Cr6_Obs_t124	0.00013760567300000003	-52982999999872434e-24	-36306536999999915e-21	-0.00014055353100000004	5353968000000104e-21	-12532069999999281e-22	-62986445e-12	-14610449999999744e-22	-6231132399999996e-20	-0.00011419213100000001	27793262999999945e-21	4185480299999996e-20	-12942999999809033e-24	29759999999533996e-25
Cr6_Obs_t125	0.00014240932999999998	-5484999999997458e-23	-3759390600000006e-20	-0.00014551459000000013	5673570000000065e-21	-13174200000000576e-22	-6466489600000003e-20	-1517300000000027e-21	-6451790799999997e-20	-0.00011826407899999996	28840060000000114e-21	43331369999999954e-21	-133700000001086e-22	30799999998902014e-25
Cr6_Obs_t126	0.0001473565200000001	-5676999999989205e-23	-3892088999999993e-20	-0.00015062763999999996	6010969999999951e-21	-13844999999999526e-22	-6637569299999989e-20	-15755599999999282e-22	-6679240799999998e-20	-0.00012246260700000004	29922690000000105e-21	4485283000000003e-20	-13809999999976749e-24	3199999999952806e-24
Cr6_Obs_t127	0.00015244988999999997	-5876000000007192e-23	-40288320000000054e-21	-0.00015589578500000009	6367019999999854e-21	-14545600000000019e-22	-6811881000000003e-20	-16359100000001522e-22	-6913622999999997e-20	-0.00012679040200000018	3104211999999996e-20	4642004999999994e-20	-14260000000075991e-24	3309999999919844e-24
Cr6_Obs_t128	0.00015769201000000014	-6079999999991648e-23	-4169697e-11	-0.00016132206899999995	6742649999999989e-21	-15277100000000371e-22	-6989414999999992e-20	-1698410000000052e-21	-7155073999999984e-20	-0.00013125009999999994	32199360000000114e-21	48033870000000134e-21	-14730000000095316e-24	3429999999982449e-24
Cr6_Obs_t129	0.00016308541	-6290000000019891e-23	-4314762000000004e-20	-0.00016690947000000015	7138789999999891e-21	-16040500000000647e-22	-7170159000000016e-20	-17631100000002414e-22	-7403727000000019e-20	-0.0001358443100000001	3339542999999988e-20	49695159999999975e-21	-1521000000021021e-23	35499999999095283e-25
Cr6_Obs_t130	0.00016863250000000022	-6506999999993058e-23	-4464103999999981e-20	-0.00017266092999999988	7556430000000214e-21	-1683690000000052e-21	-7354094999999984e-20	-18300899999999936e-22	-7659716999999983e-20	-0.00014057555999999992	3463134000000024e-20	514047100000001e-19	-1569999999987857e-23	36800000002032256e-25
Cr6_Obs_t131	0.00017433561999999998	-6729000000000457e-23	-46177969999999866e-21	-0.00017857928000000007	7996589999999997e-21	-17667300000000067e-22	-7541200999999984e-20	-18994099999997474e-22	-7923169000000001e-20	-0.00014544635999999995	3590811999999992e-20	5316331000000007e-20	-16199999999778024e-24	3809999999954822e-24
Cr6_Obs_t132	0.00018019695999999988	-695800000000699e-22	-4775913000000005e-20	-0.0001846672900000001	8460300000000004e-21	-18532799999997594e-22	-7731448999999992e-20	-19711399999999e-19	-8194209000000002e-20	-0.00015045912999999986	3722679999999996e-20	54971729999999915e-21	-1671999999986861e-23	39399999999774685e-25
Cr6_Obs_t133	0.00018621864999999983	-7193000000016653e-23	-4938518999999999e-20	-0.00019092761000000022	8948649999999947e-21	-1943460000000186e-21	-792480500000001e-19	-20453500000001718e-22	-8472956000000012e-20	-0.00015561620000000025	3858844999999987e-20	5683069000000001e-20	-1725000000019029e-23	4089999999920199e-24
Cr6_Obs_t134	0.00019240261999999995	-7434999999998346e-23	-5105684000000018e-20	-0.00019736280000000008	9462740000000037e-21	-20373800000000344e-22	-8121232000000007e-20	-2122110000000012e-21	-875952700000001e-19	-0.00016091985	3999407999999996e-20	5874086999999983e-20	-17800000000161003e-24	4229999999902888e-24
Cr6_Obs_t135	0.00019875070999999993	-7682999999983169e-23	-5277467999999984e-20	-0.00020397526	10003739999999935e-21	-21351399999999885e-22	-832068300000001e-19	-22014799999999944e-22	-9054029000000004e-20	-0.00016637222999999987	4144476000000002e-20	6070292e-11	-18349999999860665e-24	4380000000116669e-24
Cr6_Obs_t136	0.00020526456000000007	-7937999999994231e-23	-5453931000000011e-20	-0.0002107672799999999	10572819999999847e-21	-22368700000000713e-22	-8523108000000002e-20	-228354000000007e-20	-9356566000000012e-20	-0.00017197537999999983	4294153999999991e-20	6271744000000003e-20	-18920000000022513e-24	45300000000594e-22
Cr6_Obs_t137	0.00021194566	-8200000000004428e-23	-5635130000000005e-20	-0.00021774099999999992	11171169999999895e-21	-23426700000001542e-22	-8728452000000012e-20	-23683700000001902e-22	-9667234999999997e-20	-0.00017773127000000015	4448545999999982e-20	6478496999999967e-20	-19500000000144402e-24	468000000000213e-23
Cr6_Obs_t138	0.00021879530000000008	-846799999999065e-22	-5821111999999998e-20	-0.0002248983599999999	11800070000000116e-21	-2452660000000029e-21	-8936649000000006e-20	-24560199999998844e-22	-9986123999999988e-20	-0.00018364166000000003	4607756999999989e-20	6690602000000012e-20	-20099999999915324e-24	4849999999864945e-24
Cr6_Obs_t139	0.00022581457000000023	-5598200000000498e-22	-6011924000000015e-20	-0.00023224115000000024	12460770000000121e-21	-25669399999998376e-22	-9147629999999989e-20	-2546590000000108e-21	-0.00010313313000000019	-0.00018970825	4771891999999999e-20	6908100000000003e-20	-20720000000148432e-24	5010000000038768e-24
Cr6_Obs_t140	0.00023300434999999967	-10581700000001498e-22	-6207607000000004e-20	-0.00023977093000000012	13154579999999827e-21	-2685620000000225e-21	-9361317999999997e-20	-26401400000000794e-22	-0.00010648875000000011	-0.00019593250000000018	4941052999999984e-20	7131030999999995e-20	-21350000000341582e-24	5169999999941541e-24
Cr6_Obs_t141	0.00024036528000000016	-1579659999999944e-21	-6408192999999998e-20	-0.00024748905999999986	13882830000000153e-21	-2808809999999939e-21	-9577626999999968e-20	-27367199999998697e-22	-0.00010992869999999972	-0.0002023157499999998	5115345000000011e-20	7359425000000032e-20	-2197999999972158e-23	535999999999549e-23
Cr6_Obs_t142	0.00024789772999999997	-21228300000001167e-22	-6613714000000006e-20	-0.00025539669000000024	1464686999999977e-20	-29366400000000858e-22	-9796468000000014e-20	-28364600000000437e-22	-0.00011345353000000005	-0.00020885916000000003	5294866000000017e-20	7593303000000002e-20	-22640000000065906e-24	5530000000129355e-24
Cr6_Obs_t143	0.00025560182999999993	-2153699999999823e-21	-6824188999999978e-20	-0.00026349468	15448079999999943e-21	-3069189999999804e-21	-0.00010017741000000018	-29393799999999793e-22	-0.0001170636199999999	-0.00021556366999999992	54797179999999976e-21	7832680999999978e-20	-23310000000099224e-24	5709999999952212e-24
Cr6_Obs_t144	0.0002634774399999998	-21483300000001387e-22	-7039634000000013e-20	-0.00027178364000000026	16287869999999914e-21	-32065600000003194e-22	-0.00010241339000000027	-30455900000003213e-22	-0.00012075926000000021	-0.0002224300000000002	5669998999999995e-20	8077565999999985e-20	-23990000000092583e-24	589999999973511e-23
Cr6_Obs_t145	0.0002715240799999998	-20839599999998505e-22	-7260056000000001e-20	-0.0002802639000000002	1716763999999978e-20	-3348870000000341e-21	-0.00010467150000000005	-3155140000000328e-21	-0.00012454061999999982	-0.00022945865000000004	5865805999999977e-20	8327956000000005e-20	-24690000000006023e-24	60899999997890585e-25
Cr6_Obs_t146	0.0002797409900000004	-1944659999999728e-21	-7485454999999998e-20	-0.00028893549	18088830000000296e-21	-3496199999999819e-21	-0.0001069505000000001	-326812999999987e-20	-0.00012840771999999997	-0.00023664989999999984	6067232000000002e-20	8583838000000035e-20	-25399999999879512e-24	6280000000385109e-24
Cr6_Obs_t147	0.00028812707999999984	-17288000000003213e-22	-7715820000000047e-20	-0.00029779809000000007	1905290999999992e-20	-3648649999999981e-21	-0.00010924909000000018	-3384600000000415e-21	-0.00013236044000000034	-0.00024400373000000024	627437e-10	8845191999999966e-20	-2612000000025514e-23	6490000000088092e-24
Cr6_Obs_t148	0.0002966808899999997	-14511000000000038e-22	-7951135000000022e-20	-0.00030685107999999997	2006129999999976e-20	-3806300000000506e-21	-0.00011156590000000041	-3504650000000207e-21	-0.0001363985100000001	-0.0002515198800000004	648730799999997e-19	9111985999999978e-20	-26860000000008752e-24	66899999998310325e-25
Cr6_Obs_t149	0.0003054006099999999	-11384599999999796e-22	-8191369999999989e-20	-0.0003160934499999999	21115500000000052e-21	-3969229999999991e-21	-0.0001138994600000001	-36283299999998603e-22	-0.0001405214999999999	-0.0002591977699999999	6706133000000051e-20	9384176000000032e-20	-27599999999762363e-24	6910000000307209e-24
Cr6_Obs_t150	0.0003142840500000002	-8220599999998008e-22	-8436489999999951e-20	-0.0003255238499999999	22216939999999963e-21	-4137539999999663e-21	-0.00011624824999999965	-37557299999998283e-22	-0.0001447288299999996	-0.00026703654999999976	6930925000000034e-20	9661707000000049e-20	-28369999999396097e-24	7120000000281242e-24
Cr6_Obs_t151	0.00032332862000000013	-529329999999638e-21	-8686445999999944e-20	-0.00033514049	23367090000000123e-21	-4311279999999864e-21	-0.00011861062999999964	-388690999999987e-20	-0.00014901971999999963	-0.0002750350299999995	7161765000000028e-20	9944514000000018e-20	-2913999999957194e-23	7339999999944266e-24
Cr6_Obs_t152	0.00033253133000000026	-2787500000001877e-22	-8941180999999976e-20	-0.00034494119999999994	2456740999999985e-20	-44905299999997315e-22	-0.00012098489999999985	-402196000000017e-20	-0.00015339322000000025	-0.00028319168999999986	7398725000000016e-20	0.00010232515999999992	-299399999996279e-22	755999999960729e-23
Cr6_Obs_t153	0.00034188878000000007	-7828999999996093e-23	-9200623000000011e-20	-0.00035492334999999995	25819339999999893e-21	-4675340000000151e-21	-0.00012336927000000035	-41609000000006465e-22	-0.00015784816000000016	-0.00029150463999999993	7641878999999974e-20	0.00010525623999999944	-3074000000022597e-23	7789999999772458e-24
Cr6_Obs_t154	0.0003513971000000004	7289000000039632e-23	-9464691999999989e-20	-0.00036508389999999997	27124290000000044e-21	-4865749999999878e-21	-0.0001257618799999999	-4303839999999777e-21	-0.00016238322999999972	-0.0002999716500000002	7891288000000038e-20	0.0001082373000000004	-31559999999659916e-24	8020000000479727e-24
Cr6_Obs_t155	0.00036105198000000057	18141000000045267e-23	-973329399999996e-19	-0.0003754193099999995	2848367000000008e-20	-5061819999999757e-21	-0.00012816078999999976	-4450829999999529e-21	-0.0001669968599999998	-0.00030859009999999957	8147015000000064e-20	0.00011126715000000043	-32389999999596006e-24	8250000000102793e-24
Cr6_Obs_t156	0.00037084868	25641000000000726e-23	-0.00010006321999999972	-0.00038592556	2989884999999996e-20	-5263559999999748e-21	-0.00013056394000000003	-4601909999999744e-21	-0.00017168727999999987	-0.00031735696000000004	8409113999999999e-20	0.00011434446000000006	-332200000000742e-22	8500000000188045e-24
Cr6_Obs_t157	0.00038078193000000025	3070500000004056e-22	-0.00010283659000000006	-0.00039659815999999986	31371149999999816e-21	-5471009999999691e-21	-0.00013296927999999967	-4757170000000061e-21	-0.0001764525200000002	-0.00032626884999999997	867763300000003e-19	0.00011746773000000034	-3406999999993037e-23	8739999999771153e-24
Cr6_Obs_t158	0.00039084602999999975	3411999999994742e-22	-0.00010565170000000057	-0.00040743207000000026	3290185999999993e-20	-5684180000000089e-21	-0.00013537460000000048	-4916650000000322e-21	-0.00018129037000000044	-0.00033532190000000017	8952615999999983e-20	0.00012063534000000019	-3493000000028869e-23	8979999999896363e-24
Cr6_Obs_t159	0.0004010347599999999	36483999999988113e-23	-0.00010850710999999998	-0.0004184217599999995	3449223000000017e-20	-5903069999999857e-21	-0.0001377776400000001	-5080399999999783e-21	-0.0001861983599999996	-0.00034451182999999986	9234100000000034e-20	0.00012384549000000024	-35799999999522845e-24	9239999999941656e-24
Cr6_Obs_t160	0.0004113414	38214000000014273e-23	-0.00011140121999999924	-0.0004295611299999995	36143430000000216e-21	-61276699999995776e-22	-0.00014017610999999955	-52484799999992894e-22	-0.00019117383999999956	-0.0003538339499999999	9522112000000076e-20	0.0001270962400000007	-36669999999841205e-24	950000000052905e-23
Cr6_Obs_t161	0.00042175874000000013	39581000000027226e-23	-0.00011433228999999991	-0.00044084355000000003	3785657999999992e-20	-635794999999991e-20	-0.0001425675999999998	-5420939999999726e-21	-0.0001962138599999997	-0.0003632830699999999	9816676000000012e-20	0.00013038548000000026	-3756000000007965e-23	9760000000032243e-24
Cr6_Obs_t162	0.0004322790499999997	40751999999956006e-23	-0.00011729842000000033	-0.00045226181000000026	3963272999999996e-20	-6593879999999896e-21	-0.00014494965000000034	-559780000000047e-20	-0.00020131526000000016	-0.00037285358	0.00010117806999999946	0.00013371093999999981	-3845000000031809e-23	10019999999535435e-24
Cr6_Obs_t163	0.00044289408999999974	41820999999967086e-23	-0.00012029759999999988	-0.0004638081699999998	4147280999999988e-20	-6835419999999689e-21	-0.00014731978000000027	-5779130000000158e-21	-0.00020647463000000044	-0.00038253939000000017	0.00010425509999999962	0.00013707017999999992	-3935999999993452e-23	1028000000012283e-23
Cr6_Obs_t164	0.00045359511999999984	4284200000000734e-22	-0.00012332765000000077	-0.00047547427000000026	43377729999999294e-21	-7082500000000115e-21	-0.00014967538000000026	-59649499999997945e-22	-0.00021168828000000067	-0.00039233391000000013	0.00010739783999999964	0.0001404606199999995	-40270000000093044e-24	10549999999043963e-24
Cr6_Obs_t165	0.00046437288999999954	4384199999996887e-22	-0.00012638622999999987	-0.00048725119000000023	45348260000000005e-21	-7335030000000446e-21	-0.0001520138399999999	-6155289999999801e-21	-0.00021695228999999967	-0.00040223009999999993	0.00011060622000000028	0.00014387949999999981	-4118000000025157e-23	10830000000635644e-24
Cr6_Obs_t166	0.0004752176200000001	44833999999962376e-23	-0.00012947088000000051	-0.0004991294300000002	473850500000005e-19	-7592939999999881e-21	-0.00015433250000000003	-6350179999999516e-21	-0.00022226246999999965	-0.0004122204199999999	0.0001138800100000003	0.00014732389000000066	-4209999999982804e-23	11100000000098878e-24
Cr6_Obs_t167	0.00048611905999999957	4582499999995987e-22	-0.00013257897000000074	-0.0005110989200000004	49488670000000126e-21	-7856110000000523e-21	-0.00015662864000000017	-65496400000004855e-22	-0.0002276143900000003	-0.0004222968699999999	0.00011721896999999958	0.0001507907099999997	-4303000000044875e-23	11369999999562112e-24
Cr6_Obs_t168	0.0004970664599999997	4681599999995737e-22	-0.00013570774000000018	-0.0005231489699999997	5165954999999987e-20	-8124420000000143e-21	-0.00015889949	-6753690000000463e-21	-0.00023300335999999983	-0.00043245094000000033	0.00012062270999999968	0.0001542767000000002	-4396000000052736e-23	1164999999952749e-23
Cr6_Obs_t169	0.0005080485899999998	4780900000000109e-22	-0.00013885427000000022	-0.00053526834	53897999999999605e-21	-8397729999999842e-21	-0.00016114229000000022	-696234000000049e-20	-0.00023842442000000016	-0.00044267365000000015	0.00012409078000000023	0.00015777847999999994	-4489000000006387e-23	11929999999492865e-24
