Obs	log_k_s2o4_disp	log_k_s2o4_o2	log_k_s2o4_fe3	log_sitefrac	log_k_fe2_o2_fast	log_factor_k_fe2_o2_slow	log_k_fe2_cr6_fast	log_factor_k_fe2_cr6_slow	log_is2o4	log_ifeoh3	log_q	log_aqfrac	log_k_fe2aq_o2	log_k_fe2aq_cr6
Cr6_Obs_t170	0.00051905376	488029999999866e-21	-0.0001420155000000006	-0.0005474452299999999	5620416999999977e-20	-8675870000000299e-21	-0.00016335421000000078	-7175580000000608e-21	-0.00024387240000000026	-0.00045295556000000053	0.0001276226099999997	0.0001612924799999991	-4581000000018244e-23	12219999999960388e-24
Cr6_Obs_t171	0.0005300697899999996	4979600000003031e-22	-0.00014518824999999996	-0.0005596672599999998	5857806999999982e-20	-8958679999999985e-21	-0.0001655324499999993	-73934399999996125e-22	-0.0002493418499999997	-0.0004632867299999996	0.00013121753999999967	0.0001648149800000001	-4673999999971895e-23	12499999999925765e-24
Cr6_Obs_t172	0.0005410841100000007	5078800000002381e-22	-0.00014836915999999977	-0.0005719215099999996	6101955999999976e-20	-92459700000002e-19	-0.0001676741500000002	-7615909999999713e-21	-0.00025482709999999993	-0.0004736568	0.00013487479999999994	0.00016834212999999984	-476800000002997e-22	12790000000935386e-24
Cr6_Obs_t173	0.0005520837399999997	5177699999997509e-22	-0.00015155476999999923	-0.0005841945200000002	635283399999997e-19	-9537529999999617e-21	-0.00016977647000000068	-7842959999999942e-21	-0.0002603222500000002	-0.0004840549299999999	0.00013859354000000067	0.00017186993000000025	-48609999999836215e-24	13069999999816562e-24
Cr6_Obs_t174	0.0005630552799999993	5276299999993836e-22	-0.00015474149999999964	-0.0005964723100000002	6610391999999944e-20	-9833130000000238e-21	-0.0001718365700000002	-8074580000000343e-21	-0.0002658211700000011	-0.00049446985	0.0001423727900000003	0.00017539424999999938	-4954000000045693e-23	13349999998697735e-24
Cr6_Obs_t175	0.0005739850000000012	5374600000002203e-22	-0.00015792559999999972	-0.0006087404199999993	6874565000000049e-20	-1013250999999985e-20	-0.00017385161999999973	-831073999999995e-20	-0.00027131750999999935	-0.0005048898699999997	0.0001462114699999999	0.00017891084000000012	-5045000000007335e-23	13650000000751603e-24
Cr6_Obs_t176	0.0005848588	5472100000002925e-22	-0.0001611032599999995	-0.0006209839099999997	7145267999999973e-20	-10435449999999331e-21	-0.0001758188099999997	-8551429999999888e-21	-0.0002768047500000003	-0.0005153029400000006	0.0001501084099999998	0.00018241530999999942	-5137999999960986e-23	1393000000071698e-23
Cr6_Obs_t177	0.0005956623099999999	5569000000006045e-22	-0.00016427053999999957	-0.000633187379999999	7422398000000129e-20	-10741629999998876e-21	-0.00017773533999999934	-8796589999999311e-21	-0.00028227612999999854	-0.0005256965600000001	0.0001540623300000008	0.00018590319000000104	-5228999999922629e-23	142200000006424e-22
Cr6_Obs_t178	0.000606380870000001	5665000000001919e-22	-0.00016742338999999984	-0.0006453350500000002	770583000000004e-19	-11050779999999564e-21	-0.00017959846999999985	-9046190000000509e-21	-0.0002877247699999998	-0.0005360579399999994	0.00015807183999999976	0.00018936987000000064	-53199999999926923e-24	14490000000647735e-24
Cr6_Obs_t179	0.0006169996099999998	5759999999990946e-22	-0.0001705576699999995	-0.0006574107199999995	7995423000000052e-20	-11362570000000545e-21	-0.00018140548000000018	-9300169999999384e-21	-0.00029314356	-0.0005463739100000002	0.00016213545999999935	0.00019281070000000053	-5408999999962326e-23	14779999999488954e-24
Cr6_Obs_t180	0.0006275034400000002	5853800000006452e-22	-0.00017366918000000014	-0.0006693978600000002	8291011999999958e-20	-1167668000000093e-20	-0.00018315372000000008	-9558480000000473e-21	-0.0002985253100000007	-0.0005566310399999998	0.0001662516000000005	0.00019622090999999914	-549800000004038e-22	15049999999494287e-24
Cr6_Obs_t181	0.0006378771500000001	5946499999993828e-22	-0.0001767536300000005	-0.0006812796200000003	8592410999999959e-20	-11992759999999948e-21	-0.00018484057000000024	-9821040000000843e-21	-0.00030386266	-0.0005668155999999998	0.0001704185699999991	0.00019959568999999955	-5585000000018006e-23	1534000000050391e-23
Cr6_Obs_t182	0.0006481053700000002	603769999999804e-21	-0.00017980665999999955	-0.0006930388999999996	889941400000001e-19	-12310440000000162e-21	-0.0001864635099999999	-10087779999999689e-21	-0.0003091481499999994	-0.0005769136299999997	0.00017463457000000022	0.0002029301600000005	-56709999999996284e-24	15610000000509244e-24
Cr6_Obs_t183	0.0006581726900000003	6127400000008245e-22	-0.00018282388999999962	-0.0007046583599999994	9211793000000047e-20	-12629359999999758e-21	-0.0001880200899999991	-1035863999999942e-20	-0.00031437423999999977	-0.0005869109699999998	0.00017889771000000054	0.00020621942000000106	-5755999999985245e-23	15890000000474622e-24
Cr6_Obs_t184	0.0006680636800000003	6215300000003959e-22	-0.00018580088000000002	-0.0007161205	9529297999999985e-20	-12949120000000335e-21	-0.00018950792999999975	-10633520000000434e-21	-0.00031953331000000016	-0.0005967932999999996	0.0001832060100000004	0.00020945851000000036	-5839999999974859e-23	16150000000519915e-24
Cr6_Obs_t185	0.0006777625699999992	6301499999995623e-22	-0.00018873316000000127	-0.0007274076500000004	9851659999999922e-20	-13269300000000317e-21	-0.0001909247300000013	-10912310000001004e-21	-0.00032461766000000097	-0.0006065461500000008	0.00018755741999999928	0.00021264250999999978	-59210000000848785e-24	1641999999944105e-23
Cr6_Obs_t186	0.0006872544100000014	6385600000006521e-22	-0.00019161627999999945	-0.0007385021199999989	0.0001017858400000006	-13589509999999095e-21	-0.0001922683399999993	-1119492999999928e-20	-0.0003296196199999992	-0.0006161549999999995	0.00019194974000000058	0.0002157664600000006	-600199999986964e-22	16670000000610502e-24
Cr6_Obs_t187	0.0006965239999999994	6467700000003726e-22	-0.00019444577000000051	-0.0007493861299999992	0.00010509758000000024	-13909299999999552e-21	-0.00019353665999999998	-1148126000000008e-20	-0.00033453146999999975	-0.0006256052499999999	0.00019638076000000118	0.00021882507000000123	-6079999999991648e-23	16930000000655795e-24
Cr6_Obs_t188	0.0007055563199999989	6547599999988038e-22	-0.00019721715000000067	-0.0007600419800000003	0.00010844809999999997	-14228230000000192e-21	-0.0001947277400000003	-11771179999999545e-21	-0.0003393455300000007	-0.0006348823300000004	0.00020084775000000016	0.00022181384999999895	-6156000000121647e-23	17189999999616887e-24
Cr6_Obs_t189	0.0007143369300000003	6625000000004024e-22	-0.00019992566999999938	-0.0007704516599999997	0.00011183460000000011	-14545859999999522e-21	-0.0001958397799999988	-12064579999999199e-21	-0.00034405381000000043	-0.000643971329999999	0.00020534909000000058	0.00022472832000000088	-6229999999934378e-23	174300000008263e-22
Cr6_Obs_t190	0.0007228509200000002	6699899999997472e-22	-0.00020256768999999926	-0.0007805980699999993	0.00011525297000000081	-14861729999999379e-21	-0.0001968710499999991	-12361329999999561e-21	-0.00034864948999999905	-0.0006528581999999997	0.00020988189999999996	0.0002275633500000004	-6301999999971941e-23	17669999999867306e-24
Cr6_Obs_t191	0.0007310841099999999	677220000000131e-21	-0.0002051385099999996	-0.0007904638999999989	0.00011869929000000046	-15175359999999513e-21	-0.00019781995	-12661279999999064e-21	-0.0003531247099999998	-0.000661528629999999	0.0002144436800000007	0.00023031426000000104	-6371000000021491e-23	17910000001076717e-24
Cr6_Obs_t192	0.0007390226599999995	6841699999994653e-22	-0.000207633900000001	-0.0008000321400000016	0.00012216941999999929	-15486300000000638e-21	-0.00019868509000000169	-12964300000001478e-21	-0.00035747212000000056	-0.0006699689000000007	0.00021903181000000022	0.00023297645999999835	-6439000000075037e-23	18129999998029236e-24
Cr6_Obs_t193	0.0007466531800000005	6908299999999583e-22	-0.0002100496999999995	-0.00080928644	0.00012565908000000139	-15794060000000375e-21	-0.00019946516999999955	-13270249999998691e-21	-0.00036168450999999983	-0.0006781647400000001	0.00022364365000000037	0.0002355455000000004	-650399999992373e-22	18350000000402766e-24
Cr6_Obs_t194	0.0007539627500000013	6971999999994417e-22	-0.0002123818699999993	-0.000818210079999999	0.00012916382999999957	-16098169999999518e-21	-0.00020015904999999925	-13578949999999007e-21	-0.0003657548499999986	-0.0006861025499999994	0.00022827651000000113	0.00023801705000000054	-6565000000005247e-23	1856000000064785e-23
Cr6_Obs_t195	0.0007609389200000007	7032500000002037e-22	-0.00021462648000000102	-0.0008267871600000004	0.00013267904999999928	-1639815000000107e-20	-0.00020076578000000024	-13890259999999738e-21	-0.00036967629000000035	-0.0006937690999999995	0.00023292762000000052	0.0002403869099999994	-6623999999986335e-23	1876999999980873e-23
Cr6_Obs_t196	0.0007675698400000006	708970000000116e-21	-0.00021677973999999903	-0.0008350022699999988	0.00013619997000000115	-16693519999999356e-21	-0.00020128453999999928	-14204009999999392e-21	-0.0003734422100000001	-0.0007011514999999999	0.00023759420000000098	0.00024265106000000104	-6679999999979411e-23	18960000001217933e-24
Cr6_Obs_t197	0.0007738443000000002	7143699999991385e-22	-0.00021883797000000062	-0.0008428405300000001	0.00013972174000000072	-16983800000000635e-21	-0.00020171465999999907	-14520019999999773e-21	-0.0003770462099999996	-0.0007082372699999994	0.00024227345000000066	0.00024480564000000033	-6732999999984474e-23	19160000000418773e-24
Cr6_Obs_t198	0.0007797516699999997	7194200000017279e-22	-0.00022079768999999896	-0.0008502876799999988	0.00014323934000000176	-17268519999999194e-21	-0.0002020556899999992	-14838139999999313e-21	-0.00038048219999999933	-0.0007150144199999993	0.0002469625100000002	0.0002468469900000021	-6782999999893104e-23	1933000000190789e-23
Cr6_Obs_t199	0.0007852819900000009	7241199999992107e-22	-0.00022265558000000092	-0.0008573300700000003	0.00014674768999999857	-17547210000002332e-21	-0.0002023073000000011	-1515816000000102e-20	-0.000383744320000001	-0.0007214714600000012	0.0002516584900000003	0.00024877168999999947	-6830000000030562e-23	19510000000104444e-24
Cr6_Obs_t200	0.0007904262999999994	7283999999994559e-22	-0.00022440850999999942	-0.0008639548099999999	0.00015024159999999995	-17819399999998917e-21	-0.00020246935999999966	-15480000000000875e-21	-0.0003868271099999993	-0.0007275974599999999	0.00025635860000000014	0.0002505764000000003	-6880000000047612e-23	1959999999974482e-23
Cr6_Obs_t201	0.0007951760999999982	7323999999986515e-22	-0.00022605350000000097	-0.0008701497000000019	0.00015371579999999769	-1808470000000135e-20	-0.0002025419000000004	-158033000000014e-19	-0.00038972534	-0.0007333820700000009	0.0002610598999999974	0.0002522581999999979	-692000000010462e-22	1979999999894566e-23
Cr6_Obs_t202	0.0007995238999999985	7359999999994454e-22	-0.0002275878000000003	-0.0008759033399999999	0.00015716520000000128	-18342500000001222e-21	-0.00020252500000000068	-1612790000000107e-20	-0.00039243410000000105	-0.0007388155399999999	0.00026575970000000063	0.0002538145000000004	-6949999999984746e-23	20000000000314905e-24
Cr6_Obs_t203	0.0008034628	7391999999996693e-22	-0.00022900900000000048	-0.0008812053599999994	0.00016058420000000058	-18592599999999338e-21	-0.00020241919999999843	-1645379999999988e-20	-0.0003949491999999995	-0.0007438889799999998	0.0002704547999999988	0.0002552425000000016	-6989999999824914e-23	20000000000314905e-24
Cr6_Obs_t204	0.0008069870999999992	7420999999989235e-22	-0.0002303147000000004	-0.0008860459000000017	0.0001639677999999982	-1883430000000066e-20	-0.00020222490000000072	-1678049999999983e-20	-0.00039726620000000035	-0.0007485939	0.0002751427999999993	0.00025654029999999835	-7009999999961838e-23	20199999999515744e-24
Cr6_Obs_t205	0.0008100914999999999	7445000000001756e-22	-0.0002315028999999992	-0.0008904165999999995	0.00016731040000000138	-19067499999999085e-21	-0.00020194289999999783	-17108099999998353e-21	-0.0003993816999999997	-0.0007529228999999995	0.0002798207000000012	0.00025770559999999977	-7039999999841964e-23	20400000000884988e-24
Cr6_Obs_t206	0.0008127717999999996	7464000000012572e-22	-0.00023257200000000123	-0.0008943096000000001	0.0001706067000000009	-19291700000000946e-21	-0.00020157399999999953	-17436399999998416e-21	-0.0004012924999999994	-0.0007568691999999995	0.00028448550000000116	0.00025873690000000104	-7069999999938931e-23	20400000000884988e-24
Cr6_Obs_t207	0.0008150250999999992	7481999999984015e-22	-0.0002335199999999992	-0.0008977180000000005	0.0001738516999999994	-19506299999999966e-21	-0.00020111919999999964	-17764800000000247e-21	-0.00040299539999999945	-0.0007604264000000017	0.0002891348999999998	0.00025963290000000083	-7080000000115813e-23	20499999998317003e-24
Cr6_Obs_t208	0.0008168485999999987	7494000000001118e-22	-0.00023434589999999937	-0.0009006361999999993	0.00017704009999999857	-19711200000000883e-21	-0.0002005797	-1809350000000088e-20	-0.000404488399999999	-0.000763589800000001	0.0002937658999999982	0.0002603922000000004	-7090000000075855e-23	20599999997917423e-24
Cr6_Obs_t209	0.0008182410000000012	7501999999990835e-22	-0.00023504859999999965	-0.0009030596000000001	0.00018016660000000004	-1990609999999839e-20	-0.0001999568999999993	-18422299999998944e-21	-0.0004057694	-0.000766354700000001	0.00029837590000000034	0.0002610141000000004	-7109999999995939e-23	20600000000085827e-24
Cr6_Obs_t210	0.0008192016999999984	750699999999254e-21	-0.00023562730000000094	-0.0009049842000000011	0.00018322649999999874	-2009050000000099e-20	-0.00019925210000000092	-18750800000000376e-21	-0.0004068367000000005	-0.000768717500000001	0.00030296249999999837	0.0002614980999999985	-711000000021278e-22	20799999999286667e-24
Cr6_Obs_t211	0.0008197310999999994	7505999999996536e-22	-0.00023608149999999883	-0.0009064077000000008	0.0001862146999999999	-2026430000000041e-20	-0.00019846709999999995	-1907889999999907e-20	-0.00040768949999999944	-0.0007706757	0.0003075228999999992	0.0002618439000000002	-7119999999955981e-23	20799999999286667e-24
Cr6_Obs_t212	0.0008198303000000019	7503000000008524e-22	-0.00023641089999999884	-0.0009073283999999994	0.00018912650000000057	-20426999999998644e-21	-0.0001976036000000004	-19406399999997992e-21	-0.0004083270999999996	-0.0007722272999999996	0.0003120549000000007	0.00026205150000000116	-7119999999955981e-23	20799999999286667e-24
Cr6_Obs_t213	0.0008195014000000021	7495000000018806e-22	-0.00023661550000000095	-0.0009077456999999995	0.00019195720000000005	-20578600000000034e-21	-0.0001966633999999994	-1973310000000011e-20	-0.0004087492999999996	-0.0007733712999999994	0.00031655580000000075	0.0002621212000000002	-7119999999955981e-23	20799999999286667e-24
Cr6_Obs_t214	0.0008187474999999983	7483000000001704e-22	-0.00023669550000000007	-0.0009076603000000003	0.00019470240000000073	-2071869999999967e-20	-0.0001956484999999998	-2005879999999972e-20	-0.0004089564000000004	-0.0007741075999999998	0.0003210236000000008	0.0002620536999999989	-7119999999955981e-23	2080000000145507e-23
Cr6_Obs_t215	0.0008175723999999993	7467000000000584e-22	-0.00023665140000000065	-0.0009070736000000006	0.00019735800000000167	-2084710000000052e-20	-0.00019456099999999978	-20383200000000188e-21	-0.0004089490999999992	-0.000774436700000001	0.00032545589999999954	0.00026184990000000007	-7100000000035897e-23	2080000000145507e-23
Cr6_Obs_t216	0.0008159806999999994	7447999999989768e-22	-0.00023648420000000088	-0.0009059884	0.00019991959999999867	-20963800000000418e-21	-0.0001934032000000009	-20706400000001113e-21	-0.00040872870000000167	-0.0007743604000000023	0.0003298505999999989	0.0002615108999999994	-7090000000075855e-23	20799999999286667e-24
Cr6_Obs_t217	0.0008139778999999986	7423999999998931e-22	-0.0002361946999999997	-0.0009044083000000015	0.00020238359999999976	-2106850000000056e-20	-0.00019217740000000054	-2102799999999976e-20	-0.0004082968000000014	-0.0007738809000000014	0.00033420549999999905	0.00026103799999999816	-7080000000115813e-23	20799999999286667e-24
Cr6_Obs_t218	0.0008115702000000002	7397000000020082e-22	-0.0002357840999999989	-0.0009023378999999977	0.0002047462000000005	-21161099999999176e-21	-0.00019088589999999815	-2134789999999869e-20	-0.00040765519999999984	-0.0007730013999999986	0.0003385188000000006	0.0002604331000000018	-7049999999802006e-23	2080000000145507e-23
Cr6_Obs_t219	0.0008087645000000007	7366000000013848e-22	-0.00023525409999999814	-0.0008997828999999982	0.0002070040000000015	-21241599999998438e-21	-0.00018953129999999853	-2166579999999911e-20	-0.0004068065999999994	-0.0007717258999999995	0.0003427885000000007	0.0002596980000000009	-7029999999881922e-23	20699999999686247e-24
Cr6_Obs_t220	0.0008055687000000028	7331000000001912e-22	-0.00023460639999999935	-0.000896749699999999	0.0002091539	-21309899999998744e-21	-0.00018811619999999996	-21981800000000617e-21	-0.0004057537999999995	-0.0007700591999999979	0.0003470128000000023	0.00025883490000000193	-7009999999961838e-23	20600000002254232e-24
Cr6_Obs_t221	0.0008019911000000019	7293000000001965e-22	-0.0002338427	-0.0008932458000000008	0.000211193000000001	-21365799999998724e-21	-0.00018664299999999936	-2229540000000087e-20	-0.00040449980000000114	-0.000768006600000001	0.0003511901000000008	0.00025784640000000095	-696999999990483e-22	20600000000085827e-24
Cr6_Obs_t222	0.0007980405000000018	7251000000018e-19	-0.00023296529999999955	-0.0008892796999999996	0.000213118400000001	-2140949999999758e-20	-0.00018511449999999855	-22606699999999473e-21	-0.00040304839999999806	-0.0007655744999999982	0.0003553188000000006	0.0002567348000000018	-6939999999807864e-23	20500000000485408e-24
Cr6_Obs_t223	0.0007937268000000018	7206000000024339e-22	-0.00023197669999999897	-0.0008848604999999983	0.00021492790000000002	-21440900000000047e-21	-0.00018353349999999935	-22915499999997223e-21	-0.0004014034999999982	-0.0007627696999999971	0.0003593972000000018	0.00025550300000000154	-6909999999710897e-23	20400000000884988e-24
Cr6_Obs_t224	0.000789060100000003	7157999999999297e-22	-0.00023087919999999985	-0.0008799981000000008	0.00021661930000000046	-21459999999999622e-21	-0.00018190260000000005	-23221400000000055e-21	-0.00039956919999999856	-0.0007595997000000004	0.0003634242000000003	0.0002541543000000022	-6859999999910688e-23	20400000003053392e-24
Cr6_Obs_t225	0.0007840509	7106000000033606e-22	-0.00022967569999999713	-0.0008747034000000001	0.00021819080000000076	-2146699999999984e-20	-0.00018022469999999773	-23524599999998497e-21	-0.00039755029999999917	-0.0007560727999999985	0.0003673982000000002	0.0002526917000000026	-6819999999853679e-23	2020000000168415e-23
Cr6_Obs_t226	0.0007787105999999995	7051999999989171e-22	-0.00022836880000000207	-0.0008689875999999997	0.00021964069999999688	-2146180000000327e-20	-0.00017850250000000113	-23824800000000253e-21	-0.0003953516000000028	-0.0007521977000000003	0.0003713182999999986	0.00025111869999999963	-677000000005347e-22	20099999999915324e-24
Cr6_Obs_t227	0.0007730505999999993	6993000000008083e-22	-0.0002269619999999985	-0.0008628631000000015	0.0002209677000000005	-2144470000000221e-20	-0.00017673900000000258	-24121900000001386e-21	-0.0003929782000000018	-0.0007479837000000009	0.0003751829999999994	0.00024943859999999743	-6730000000213301e-23	1989999999854608e-23
Cr6_Obs_t228	0.0007670830000000009	6933000000009307e-22	-0.00022545800000000173	-0.0008563422999999995	0.0002221708000000005	-21415800000000595e-21	-0.00017493689999999998	-2441580000000013e-20	-0.0003904356000000004	-0.0007434407	0.00037899170000000064	0.00024765529999999994	-6679999999979411e-23	19800000001114065e-24
Cr6_Obs_t229	0.0007608201000000006	686999999997915e-21	-0.00022386040000000164	-0.0008494387000000028	0.0002232492999999997	-21375000000003162e-21	-0.00017309900000000164	-2470619999999984e-20	-0.00038772930000000256	-0.0007385789000000022	0.00038274330000000016	0.00024577250000000104	-662999999996236e-22	1969999999934524e-23
Cr6_Obs_t230	0.0007542744000000007	6803000000030028e-22	-0.00022217250000000028	-0.0008421660000000002	0.00022420260000000251	-2132279999999707e-20	-0.00017122819999999817	-24993299999999732e-21	-0.00038486519999999993	-0.000733409099999997	0.0003864371000000008	0.00024379419999999994	-6569999999768428e-23	19500000000144402e-24
Cr6_Obs_t231	0.0007474590000000007	6736000000015854e-22	-0.00022039779999999875	-0.0008345382000000002	0.00022503049999999904	-212590999999979e-19	-0.00016932710000000083	-25276599999997464e-21	-0.00038184920000000145	-0.0007279422000000015	0.0003900722999999992	0.00024172449999999976	-6510000000008176e-23	19500000000144402e-24
Cr6_Obs_t232	0.0007403866999999994	666499999999598e-21	-0.0002185400000000019	-0.0008265703000000018	0.00022573309999999753	-21184400000001484e-21	-0.0001673988000000016	-25556400000000503e-21	-0.00037868780000000065	-0.0007221899000000014	0.0003936482000000004	0.00023956729999999793	-6450000000031084e-23	19300000000943562e-24
Cr6_Obs_t233	0.0007330707000000004	6592000000027465e-22	-0.00021660279999999917	-0.0008182770999999958	0.0002263104999999997	-2109869999999698e-20	-0.00016544579999999915	-25832399999999207e-21	-0.00037538699999999743	-0.0007161638000000004	0.00039716440000000163	0.0002373268000000037	-638999999962031e-22	19100000001742723e-24
Cr6_Obs_t234	0.0007255245999999993	6516000000005885e-22	-0.0002145899999999993	-0.0008096738999999966	0.0002267635000000024	-21002400000000136e-21	-0.00016347089999999963	-2610460000000009e-20	-0.0003719534000000001	-0.0007098759999999999	0.0004006204000000027	0.00023500729999999985	-6319999999900017e-23	1890000000037348e-23
Cr6_Obs_t235	0.0007177615999999997	6439000000009985e-22	-0.00021250520000000092	-0.0008007760999999995	0.00022709270000000102	-20895699999999313e-21	-0.00016147680000000095	-26372900000001372e-21	-0.0003683936000000018	-0.0007033387000000011	0.00040401590000000044	0.0002326129000000004	-6259999999922924e-23	1870000000117264e-23
Cr6_Obs_t236	0.0007097952999999993	6360000000000393e-22	-0.00021035250000000063	-0.0007915994999999998	0.00022729929999999949	-20778800000000215e-21	-0.0001594659	-26637099999999525e-21	-0.0003647139999999986	-0.0006965642000000003	0.00040735059999999837	0.00023014819999999997	-619000000020263e-22	18499999999803396e-24
Cr6_Obs_t237	0.0007016391000000009	6279000000020477e-22	-0.00020813549999999925	-0.0007821598999999993	0.00022738450000000165	-20652099999999077e-21	-0.00015744099999999862	-26897200000001054e-21	-0.0003609214999999977	-0.0006895650999999971	0.00041062430000000146	0.00022761730000000167	-6119999999831816e-23	18300000000602556e-24
Cr6_Obs_t238	0.0006933065000000005	6196000000005183e-22	-0.0002058582999999955	-0.0007724732999999967	0.0002273497000000041	-20515899999999036e-21	-0.00015540449999999588	-2715329999999688e-20	-0.00035702259999999915	-0.000682354099999997	0.00041383690000000367	0.00022502450000000355	-6049999999677841e-23	18100000001401717e-24
Cr6_Obs_t239	0.0006848106999999995	6111999999972202e-22	-0.00020352480000000205	-0.0007625556000000026	0.00022719659999999786	-2037040000000146e-20	-0.00015335880000000171	-27405100000001213e-21	-0.00035302410000000173	-0.0006749437999999997	0.0004169883999999985	0.00022237409999999915	-5980000000174387e-23	1789999999786407e-23
Cr6_Obs_t240	0.0006761652000000003	6026999999986585e-22	-0.00020113870000000198	-0.0007524227000000011	0.0002269272999999984	-20216000000000418e-21	-0.0001513062000000026	-2765270000000281e-20	-0.0003489327000000004	-0.0006673468999999978	0.0004200788999999985	0.00021967059999999884	-5900000000060371e-23	1769999999866323e-23
Cr6_Obs_t241	0.0006673828999999992	5941000000004963e-22	-0.00019870399999999877	-0.0007420907000000015	0.00022654359999999853	-20053000000001212e-21	-0.00014924920000000154	-2789600000000208e-20	-0.00034475510000000304	-0.0006595761000000012	0.00042310839999999727	0.0002169180000000017	-58200000001631946e-24	17499999997293986e-24
Cr6_Obs_t242	0.000658476700000001	5852999999987965e-22	-0.0001962245000000011	-0.0007315753999999992	0.00022604779999999772	-19881800000000078e-21	-0.0001471900000000006	-28135100000000784e-21	-0.00034049800000000244	-0.0006516441000000025	0.0004260770999999983	0.00021412059999999927	-57400000002660184e-24	17299999998093146e-24
Cr6_Obs_t243	0.0006494594999999995	5763999999974963e-22	-0.00019370410000000204	-0.0007208924000000013	0.00022544229999999722	-1970270000000449e-20	-0.00014513070000000006	-28369800000004056e-21	-0.00033616790000000297	-0.0006435635000000034	0.00042898519999999644	0.00021128249999999684	-56700000001120444e-24	17099999996723902e-24
Cr6_Obs_t244	0.000640343799999997	5675000000005329e-22	-0.00019114650000000202	-0.0007100573999999993	0.00022472979999999714	-1951609999999984e-20	-0.00014307330000000278	-28600200000000655e-21	-0.0003317714000000021	-0.0006353467	0.00043183310000000297	0.00020840779999999968	-5589999999998027e-23	16800000000091048e-24
Cr6_Obs_t245	0.0006311418000000011	5584000000000318e-22	-0.0001885554000000014	-0.0006990855999999997	0.00022391289999999786	-19322200000002673e-21	-0.00014102000000000212	-2882619999999966e-20	-0.00032731490000000247	-0.000627005900000002	0.00043462109999999754	0.00020550060000000016	-55100000003176907e-24	16599999998721804e-24
Cr6_Obs_t246	0.0006218655000000007	5493000000038675e-22	-0.00018593449999999628	-0.0006879921999999958	0.00022299430000000383	-19121499999995815e-21	-0.00013897249999999563	-2904789999999633e-20	-0.0003228046999999962	-0.0006185533999999971	0.00043734950000000236	0.0002025648000000043	-5439999999513196e-23	16300000004257353e-24
Cr6_Obs_t247	0.0006125265999999989	5401000000015976e-22	-0.00018328719999999906	-0.0006767919999999981	0.0002219772	-18914299999999752e-21	-0.00013693270000000174	-2926510000000014e-20	-0.0003182469999999998	-0.0006100009999999989	0.0004400189999999998	0.0001996042999999987	-53599999998328596e-24	16100000000719705e-24
Cr6_Obs_t248	0.0006031368000000009	5309999999989282e-22	-0.0001806170000000001	-0.0006654992999999992	0.00022086460000000048	-18700899999998105e-21	-0.0001349022999999963	-29477899999995512e-21	-0.0003136476999999983	-0.0006013603999999997	0.0004426301000000051	0.00019662300000000254	-52699999997588e-21	15900000001518866e-24
Cr6_Obs_t249	0.0005937066999999992	5217000000013947e-22	-0.0001779276999999994	-0.0006541287999999989	0.00021965930000000282	-18481800000001887e-21	-0.0001328833000000017	-2968639999999939e-20	-0.0003090131999999987	-0.0005926432999999983	0.00044518309999999964	0.00019362420000000255	-5190000000078465e-23	15600000002717607e-24
Cr6_Obs_t250	0.0005842474000000014	5124999999991248e-22	-0.00017522209999999878	-0.0006426939000000022	0.00021836500000000072	-18257200000001625e-21	-0.00013087680000000053	-2989049999999917e-20	-0.0003043488999999967	-0.0005838605999999988	0.00044767879999999764	0.00019061180000000053	-51000000000044066e-24	15400000003516767e-24
Cr6_Obs_t251	0.0005747691999999967	5032999999968549e-22	-0.0001725038000000012	-0.0006312083999999996	0.0002169845999999958	-18027600000003995e-21	-0.00012888459999999859	-3009019999999918e-20	-0.00029966069999999914	-0.0005750234000000002	0.0004501177999999967	0.00018758920000000023	-501999999989039e-22	1519999999997912e-23
Cr6_Obs_t252	0.0005652819999999977	4939999999993214e-22	-0.00016977599999999822	-0.0006196852999999997	0.00021552159999999997	-17793299999999124e-21	-0.00012690799999999936	-30285599999999024e-21	-0.0002949539000000022	-0.0005661423999999988	0.0004525005999999991	0.00018455960000000188	-4950000000170096e-23	14900000001177858e-24
Cr6_Obs_t253	0.0005557955999999998	4846999999974511e-22	-0.00016704140000000072	-0.0006081372999999996	0.00021397949999999932	-17554499999999224e-21	-0.0001249485000000012	-3047670000000304e-20	-0.0002902339000000016	-0.000557227700000002	0.0004548281000000014	0.00018152640000000057	-4870000000056079e-23	14599999998039794e-24
Cr6_Obs_t254	0.0005463193000000005	475499999999518e-21	-0.00016430320000000026	-0.0005965765000000029	0.00021236150000000266	-1731179999999756e-20	-0.0001230071000000001	-3066350000000256e-20	-0.000285505800000003	-0.0005482894999999993	0.00045710100000000056	0.00017849270000000125	-477999999998202e-22	14399999998838953e-24
Cr6_Obs_t255	0.0005368620000000034	4662000000019845e-22	-0.00016156409999999906	-0.0005850150000000004	0.00021067120000000435	-1706529999999807e-20	-0.0001210850999999952	-3084599999999757e-20	-0.00028077449999999986	-0.0005393374000000001	0.00045931999999999836	0.00017546150000000062	-4699999999868004e-23	14200000003974922e-24
Cr6_Obs_t256	0.0005274323000000001	45710000000365186e-23	-0.00015882679999999934	-0.0005734640999999988	0.00020891199999999947	-16815399999999155e-21	-0.00011918359999999946	-31024099999997154e-21	-0.000276044799999999	-0.000530380599999998	0.00046148599999999967	0.0001724357999999997	-46099999997939456e-24	14000000000437275e-24
