log_k_s2o4_disp	-0.421921189923084	-0.4248709069747086	-0.7047182118885221	0.14727161935276364	0.06563525773575443	-0.2303299066503012	0.053445560972216664	0.10191321629071146	-0.2286060914756894	-0.0029080856949869256	0.0030642054056635912	0.01290201357058618	-0.00999544783666133	-0.0017277040921333622
log_k_s2o4_o2	8523661583604338e-20	0.0002450110848734343	-0.00024409186481148544	-0.005338931486168429	0.005573317150713446	0.00025384389576491186	0.0018168462727097185	0.025894609883488844	0.008620092035390535	-0.0806937174509219	0.03683697830760078	0.027997360571965647	-0.06884249145807715	0.9928748783947423
log_k_s2o4_fe3	0.16666775806867512	0.10467211363085298	-0.0439677556360565	-0.02510632124201528	0.4048457680086518	-0.22029363381343517	0.3098720524741946	-0.25844335246131317	-0.13825180527777184	0.06611138224124213	-0.39945042341090337	-0.4199882201011785	0.4681858433651869	0.06946995073040987
log_sitefrac	0.3017438761247854	0.21242758495853734	-0.1694947797607868	0.5679488055402878	0.2715465971532914	0.1485438937886804	-0.22118791849386163	0.5405579943909964	0.05343420657792341	-0.17466215190556364	-0.14940079284923274	0.07274495158925251	0.11998466074354236	-0.015169676501572683
log_k_fe2_o2_fast	-0.14818002917461165	-0.03051138317778024	0.26898950374903385	-0.1401086778764247	-0.04908804386663423	0.17834566296298457	0.5064223323090647	0.5977156072977229	-0.401941417736358	0.25023727764674475	-0.011268855487151976	0.06556650564935598	0.09187208390197134	0.011813990292646865
log_factor_k_fe2_o2_slow	0.016963565424348456	0.01017978991810521	-0.01848334819201079	0.05473686122909526	0.0037951858959861078	0.015038885927617738	0.13496086361805643	-0.2529095701569544	-0.029979217122446788	-0.06425934515645393	0.05605693305615811	0.7933478391267444	0.5254480413707512	0.013629357747145392
log_k_fe2_cr6_fast	0.15859675079851482	0.09215607555256501	0.16488677546986288	-0.12544064211318237	-0.10264910742174191	-0.5189963206293631	-0.47717955009536167	0.08163909674728549	-0.6308830506368189	-0.06604215694771096	-0.0008175201602978335	0.07719377526117727	0.028912653035361932	-0.001249285854211888
log_factor_k_fe2_cr6_slow	0.0326206778716469	-0.04312188069027507	-0.016279094697198945	-0.35001520094035604	-0.11424755212276495	-0.545871427002101	0.07228519244967901	0.42021033706384314	0.564313044631446	-0.12134010839536886	-0.14452983105855285	0.08417615710135486	0.14185942115318137	-0.014125275937141598
log_is2o4	0.30822314023433034	0.15906530810621067	-0.18546886611743324	-0.10960533095426737	0.47583968560805334	-0.22027446065984177	0.11655853208047132	0.0017338044916319973	0.04627941886029865	0.5036061573877062	0.40066423440872073	0.1919747265474096	-0.30263165966757527	-0.004308187820083155
log_ifeoh3	0.5244316585840711	0.1638546124131058	-0.5371529438345386	-0.29965594375255555	-0.4715262823055131	0.2268203188739531	0.140268256936485	0.010222219948414246	-0.13985056095767873	-0.04437208493408121	-0.04419834602357821	-0.04780886955916567	0.02145543050436392	0.002320247497830979
log_q	-0.5153188280834384	0.8302159431088478	-0.19263869028833516	-0.05273427489866201	-0.05471271663887431	-0.04792061136493711	0.0002480180087063252	-0.0023198364233797328	-0.0004436648947480474	0.001380891758627348	0.00011830373277391476	-9533243300454572e-21	11887314836834877e-22	-9412859157928044e-23
log_aqfrac	-0.1382341703074881	-0.10248350196167128	-0.11047108928187815	-0.4920855496768972	0.26234087188960886	0.3952911996095988	-0.5387575141211687	0.1295686675174382	0.0593562499718628	0.2801608800805743	-0.10798733557813472	-0.005385148105206821	0.297609674700146	0.04044460417782682
log_k_fe2aq_o2	5129645758610931e-20	-0.0006131100365434871	0.001072095493848819	0.021654272771728652	-0.02274243082585895	-0.003305088092094126	-0.006660255254068588	-0.09184085561433218	-0.00987547697068512	0.2622187751498226	-0.7855922102405558	0.3363282243701807	-0.43728131234274564	0.013392855542040042
log_k_fe2aq_cr6	-0.0007877391999221718	0.010210198271554631	-0.017726592807216533	-0.38341729096021754	0.4592559689112221	0.13585514635296297	0.14500636745822063	0.011946654493456159	-0.1464821828081188	-0.685514976172558	-0.0359413521916339	0.13541724375908626	-0.29023717415719513	-0.08230920507114228
