Obs	log_k_s2o4_disp	log_k_s2o4_o2	log_k_s2o4_fe3	log_sitefrac	log_k_fe2_o2_fast	log_factor_k_fe2_o2_slow	log_k_fe2_cr6_fast	log_factor_k_fe2_cr6_slow	log_is2o4	log_ifeoh3	log_q	log_aqfrac	log_k_fe2aq_o2	log_k_fe2aq_cr6
Cr6_Obs_t173	0.00597267095	-10636200000000567e-22	-0.0014901238199999994	-0.0025751047899999994	0.0006587618699999999	-0.00012262462999999965	-0.0018147097	-0.00010151965999999953	-0.00246032132	-0.0035084638199999996	0.0017696107300000004	0.001571545580000001	-227099999992441e-22	-2985999999994757e-23
Cr6_Obs_t174	0.00604729662	-10851700000006834e-22	-0.001524515240000001	-0.0026378605800000004	0.0006877244699999999	-0.000126424610000001	-0.0018426269300000004	-0.00010451167000000063	-0.0025207306000000007	-0.0036009813700000003	0.0018178763999999992	0.0016005848299999995	-2319000000057872e-23	-3050000000064286e-23
Cr6_Obs_t175	0.00611983111	-11066599999993813e-22	-0.00155906514	-0.0027011183899999995	0.0007175218400000004	-0.00013027432999999987	-0.0018701778799999993	-0.00010756216999999895	-0.0025816512099999995	-0.0036946968799999994	0.0018669035800000008	0.0016293943200000008	-23659999999784895e-24	-3113999999916975e-23
Cr6_Obs_t176	0.0061901624	-11280700000005674e-22	-0.0015937389099999993	-0.00276482442	0.0007481457299999997	-0.00013417053000000056	-0.0018973253000000002	-0.00011067076000000043	-0.0026430332099999995	-0.00378955694	0.0019166776300000006	0.0016579340999999998	-24149999999995356e-24	-3177999999986504e-23
Cr6_Obs_t177	0.00625818093	-11493700000000245e-22	-0.001628500449999999	-0.0028289219499999995	0.0007795852899999999	-0.0001381096999999987	-0.0019240317299999991	-0.00011383692999999951	-0.0027048239099999993	-0.003885504029999999	0.0019671826800000004	0.0016861637500000003	-2461999999920153e-23	-3241999999839193e-23
Cr6_Obs_t178	0.00632378032	-1170529999998957e-21	-0.0016633122799999999	-0.00289335138	0.0008118268200000005	-0.0001420881399999993	-0.0019502596999999993	-0.00011706010999999955	-0.0027669679299999997	-0.00398247657	0.0020184015000000006	0.00171404242	-2510999999941199e-23	-33060000000171424e-24
Cr6_Obs_t179	0.00638685742	-11915099999996927e-22	-0.00169813551	-0.00295805024	0.0008448537799999993	-0.00014610188000000086	-0.0019759717800000003	-0.00012033960000000011	-0.00282940719	-0.00408040883	0.00207031562	0.0017415286300000003	-2557999999970237e-23	-3368999999982247e-23
Cr6_Obs_t180	0.00644731291	-12123000000001036e-22	-0.0017329299799999998	-0.0030229533400000005	0.0008786466099999996	-0.00015014681000000032	-0.0020011307500000003	-0.00012367466000000088	-0.0028920810300000002	-0.00417923102	0.0021229052599999994	0.0017685814599999999	-26049999999992746e-24	-3431000000059768e-23
Cr6_Obs_t181	0.00650505133	-12328500000003892e-22	-0.0017676542800000004	-0.0030879927100000005	0.0009131827399999994	-0.00015421853000000007	-0.00202569966	-0.00012706441999999992	-0.00295492622	-0.00427886921	0.0021761493900000002	0.0017951595900000006	-2651000000032308e-23	-3493000000028869e-23
Cr6_Obs_t182	0.006559981780000001	-12531399999995453e-22	-0.00180226585	-0.00315309779	0.0009484365100000005	-0.00015831249999999982	-0.0020496419599999992	-0.00013050791999999999	-0.0030178770799999997	-0.00437924539	0.00223002575	0.00182122176	-26969999999569214e-24	-3554000000001965e-23
Cr6_Obs_t183	0.006612017690000001	-12731399999998602e-22	-0.0018367210899999996	-0.0032181954899999994	0.00098437909	-0.00016242396000000015	-0.00207292163	-0.00013400412999999976	-0.0030808655499999994	-0.00448027753	0.0022845108600000005	0.0018467269300000003	-27419999999939507e-24	-3614999999975062e-23
Cr6_Obs_t184	0.0066610778400000015	-12928300000003296e-22	-0.0018709753900000002	-0.00328321028	0.001020977900000001	-0.00016654798000000017	-0.00209550327	-0.00013755190999999948	-0.00314382129	-0.00458187959	0.0023395800900000013	0.0018716344000000006	-2787999999918564e-23	-3675999999948158e-23
Cr6_Obs_t185	0.006707085899999999	-13121500000011933e-22	-0.001904983270000001	-0.003348064340000001	0.0010581984000000006	-0.00017067941000000093	-0.00211735223	-0.00014115002000000083	-0.0032066718000000006	-0.004683961600000001	0.00239520765	0.0018959039699999992	-2831000000072005e-23	-3734000000041662e-23
Cr6_Obs_t186	0.00674997107	-13310899999992385e-22	-0.001938698519999999	-0.00341267772	0.0010960022100000005	-0.00017481297999999965	-0.0021384347399999995	-0.0001447971499999993	-0.003269342589999999	-0.0047864297899999995	0.0024513661799999997	0.0019194960200000007	-28749999998961898e-24	-379299999991433e-22
Cr6_Obs_t187	0.006789668350000001	-1349619999998922e-21	-0.0019720742399999994	-0.00347696844	0.0011343478700000004	-0.00017894324999999964	-0.002158717999999999	-0.00014849187999999946	-0.003331757269999999	-0.00488918663	0.002508028250000001	0.0019423716900000005	-29179999999412107e-24	-384999999990341e-22
Cr6_Obs_t188	0.00682611857	-13676900000015278e-22	-0.00200506301	-0.003540852700000001	0.0011731907699999997	-0.00018306462000000048	-0.0021781710100000004	-0.00015223270000000086	-0.00339383772	-0.004992131010000001	0.002565164969999999	0.001964493	-29590000001026434e-24	-39050000001173216e-24
Cr6_Obs_t189	0.006859269110000001	-13853000000005507e-22	-0.0020376166799999994	-0.0036042446999999997	0.0012124836299999997	-0.00018717103999999927	-0.00219676222	-0.00015601803000000005	-0.0034555039499999996	-0.00509515798	0.0026227468100000003	0.0019858233099999995	-29999999999388155e-24	-39590000000099684e-24
Cr6_Obs_t190	0.006889072669999999	-1402409999999403e-21	-0.00206968757	-0.0036670579099999994	0.0012521754899999992	-0.00019125707000000039	-0.0022144628499999996	-0.00015984618999999832	-0.00351667533	-0.005198160039999999	0.002680742669999999	0.002006326369999999	-3039999999995824e-23	-40130000000110355e-24
Cr6_Obs_t191	0.00691548903	-1418970000000453e-21	-0.0021012274599999992	-0.0037292041999999995	0.0012922128800000004	-0.0001953171300000001	-0.002231245149999999	-0.00016371542000000053	-0.0035772696499999992	-0.005301026150000001	0.0027391209300000013	0.0020259677300000015	-3078000000060824e-23	-406400000002409e-22
Cr6_Obs_t192	0.00693848414	-14349800000015324e-22	-0.002132188210000001	-0.003790594400000001	0.0013325395799999992	-0.00019934488999999987	-0.00224708295	-0.00016762388000000103	-0.003637203810000001	-0.005403642390000001	0.002797849339999999	0.00204471414	-31160000000174035e-24	-411400000004114e-22
Cr6_Obs_t193	0.006958030790000002	-14503999999995482e-22	-0.002162521829999999	-0.00385113856	0.0013730967700000007	-0.00020333428000000008	-0.00226195165	-0.00017156965999999877	-0.003696393899999999	-0.005505892059999999	0.0028568947900000003	0.0020625338900000017	-3152999999869559e-23	-4162999999953766e-23
Cr6_Obs_t194	0.00697410848	-14651999999989573e-22	-0.0021921806199999994	-0.00391074617	0.0014138231800000015	-0.00020727920999999904	-0.0022758283899999994	-0.00017555073999999966	-0.0037547555099999986	-0.00560765598	0.00291622368	0.0020793970800000016	-3186999999950542e-23	-4209999999982804e-23
Cr6_Obs_t195	0.0069867034699999985	-14793599999998394e-22	-0.0022211174199999995	-0.0039693264399999996	0.0014546553700000003	-0.00021117357999999946	-0.0022886921600000004	-0.00017956507999999992	-0.0038122039699999997	-0.0057088127199999995	0.0029758017700000014	0.0020952753699999996	-3221000000031525e-23	-4255000000019833e-23
Cr6_Obs_t196	0.006995808390000003	-14928500000001461e-22	-0.002249285639999999	-0.0040267885399999995	0.0014955275900000006	-0.0002150112399999999	-0.002300523809999999	-0.0001836105499999983	-0.0038686545299999983	-0.005809238859999999	0.003035594390000001	0.0021101423899999995	-3254000000008084e-23	-4298999999952438e-23
Cr6_Obs_t197	0.007001423200000002	-15056399999999973e-22	-0.0022766395	-0.00408304182	0.0015363726000000013	-0.00021878606999999983	-0.0023113061500000002	-0.0001876849199999994	-0.003924022639999999	-0.00590880922	0.0030955664000000016	0.0021239737000000006	-328399999999663e-22	-43390000000094464e-24
Cr6_Obs_t198	0.00700355397	-15177199999983487e-22	-0.0023031341499999995	-0.004137996199999999	0.0015771213699999995	-0.00022249200999999966	-0.002321024059999999	-0.00019178596999999903	-0.003978224239999999	-0.0060073972199999985	0.00315568247	0.00213674687	-33129999998807516e-24	-4378999999849614e-23
Cr6_Obs_t199	0.007002213889999999	-15290700000007013e-22	-0.0023287258200000004	-0.004191562330000001	0.0016177035899999997	-0.00022612299000000086	-0.002329664470000001	-0.00019591138000000109	-0.004031175940000001	-0.0061048751000000005	0.00321590719	0.0021484416900000003	-334100000009413e-22	-44160000001354505e-24
Cr6_Obs_t200	0.006997422299999999	-1539700000001594e-21	-0.0023533720299999993	-0.00424365195	0.0016580478999999996	-0.00022967309999999885	-0.00233721649	-0.00020005880999999972	-0.0040827953699999996	-0.00620111433	0.0032762046000000015	0.002159039900000001	-33699999999782515e-24	-4449999999999593e-23
Cr6_Obs_t201	0.006989205300000001	-15495000000014664e-22	-0.002377031980000002	-0.004294178110000001	0.0016980819999999988	-0.0002331364000000011	-0.002343671340000002	-0.00020422580000000043	-0.004133001340000001	-0.0062959858200000015	0.0033365391999999974	0.0021685258999999983	-3400000000292058e-23	-44900000000566015e-24
Cr6_Obs_t202	0.0069775952000000014	-15585000000001986e-22	-0.00239966569	-0.00434305548	0.0017377332999999988	-0.00023650720000000002	-0.0023490224099999993	-0.00020840999999999959	-0.004181714160000001	-0.006389360320000001	0.0033968753000000003	0.002176886099999999	-341000000003526e-22	-4510000000193526e-23
Cr6_Obs_t203	0.006962630200000001	-15667999999995595e-22	-0.002421235409999999	-0.004390200839999999	0.0017769287000000012	-0.0002397800000000002	-0.00235326552	-0.00021260879999999895	-0.0042288561	-0.006481108939999999	0.0034571771000000014	0.0021841093	-3440000000132226e-23	-4550000000033694e-23
Cr6_Obs_t204	0.0069443547999999975	-15741000000007478e-22	-0.0024417048800000002	-0.004435532830000002	0.001815595599999999	-0.00024294910000000058	-0.0023563983800000006	-0.0002168198000000016	-0.004274351120000001	-0.006571102980000002	0.0035174095	0.0021901868999999992	-3450000000092268e-23	-4569999999953778e-23
Cr6_Obs_t205	0.006922818999999999	-15805999999986275e-22	-0.0024610402199999985	-0.004478972999999999	0.001853661300000001	-0.00024600949999999946	-0.002358421379999999	-0.0002210405000000002	-0.004318125889999999	-0.00665921511	0.0035775371000000013	0.0021951122000000013	-3470000000012352e-23	-45899999998738616e-24
Cr6_Obs_t206	0.0068980785000000025	-15863999999993043e-22	-0.002479209419999999	-0.00452044547	0.001891054000000001	-0.00024895609999999986	-0.0023593369099999995	-0.0002252684000000004	-0.00436010943	-0.00674531899	0.0036375252000000005	0.0021988813000000003	-3489999999932436e-23	-4619999999970828e-23
Cr6_Obs_t207	0.006870194299999999	-15911999999996401e-22	-0.002496182410000001	-0.004559877130000002	0.0019277029999999998	-0.0002517838000000005	-0.00235914935	-0.00022950060000000074	-0.0044002332800000005	-0.00682928971	0.0036973397000000015	0.002201492899999999	-35000000001093184e-24	-46300000001477104e-24
Cr6_Obs_t208	0.006839232299999999	-15952000000010041e-22	-0.002511931960000001	-0.00459719866	0.0019635385999999984	-0.0002544881999999994	-0.002357865770000002	-0.00023373500000000097	-0.004438432530000001	-0.006911004810000001	0.0037569464999999977	0.0022029476999999996	-35100000000693604e-24	-46500000000677943e-24
Cr6_Obs_t209	0.0068052632999999986	-15983999999990596e-22	-0.0025264329599999987	-0.00463234404	0.0019984927	-0.00025706490000000116	-0.0023554951599999993	-0.00023796890000000103	-0.004474645270000001	-0.00699034397	0.0038163124000000002	0.0022032488	-35299999999894444e-24	-4669999999987878e-23
Cr6_Obs_t210	0.0067683627999999985	-16007000000007113e-22	-0.0025396626200000017	-0.0046652512100000005	0.0020324994999999985	-0.0002595096000000013	-0.0023520484600000023	-0.00024219960000000087	-0.00450881286	-0.007067189370000001	0.0038754050999999993	0.0022024019999999987	-3530000000206285e-23	-4670000000204719e-23
Cr6_Obs_t211	0.006728610100000001	-1602099999999454e-21	-0.002551601199999999	-0.0046958617499999996	0.0020654946	-0.00026181859999999937	-0.0023475391000000014	-0.00024642469999999923	-0.0045408811299999996	-0.00714142672	0.0039341924000000006	0.0022004150999999994	-35399999999494863e-24	-467999999994792e-22
Cr6_Obs_t212	0.006686088800000002	-16025999999996245e-22	-0.0025622312000000004	-0.00472412147	0.0020974166999999998	-0.00026398819999999936	-0.0023419820999999994	-0.0002506416999999996	-0.004570798679999999	-0.0072129447499999985	0.003992643400000001	0.0021972983000000004	-35399999999494863e-24	-4689999999907962e-23
Cr6_Obs_t213	0.0066408859	-16022999999986548e-22	-0.0025715378999999986	-0.004749980799999999	0.0021282068000000017	-0.00026601519999999886	-0.0023353947000000013	-0.00025484799999999936	-0.004598518729999999	-0.00728163622	0.004050727800000002	0.0021930640999999994	-3549999999909528e-23	-4699999999868004e-23
Cr6_Obs_t214	0.0065930918	-16011999999987134e-22	-0.0025795096000000013	-0.00477339467	0.0021578087000000004	-0.0002678966000000012	-0.0023277958999999983	-0.000259041299999999	-0.004623998620000001	-0.00734739788	0.0041084162	0.0021877269000000017	-3550000000126369e-23	-47000000000848446e-24
Cr6_Obs_t215	0.0065428	-1599099999998431e-21	-0.0025861369000000005	-0.004794322679999999	0.0021861695000000014	-0.00026962960000000017	-0.0023192065000000005	-0.0002632189000000007	-0.00464719997	-0.00741013084	0.0041656803	0.002181303500000001	-3550000000126369e-23	-4690000000124803e-23
Cr6_Obs_t216	0.006490106399999998	-15962000000013452e-22	-0.0025914136000000014	-0.0048127295000000014	0.0022132397000000008	-0.00027121200000000244	-0.0023096491	-0.00026737870000000195	-0.0046680891	-0.007469741180000002	0.004222492599999998	0.002173812399999999	-3540000000166327e-23	-4690000000124803e-23
Cr6_Obs_t217	0.006435109400000001	-15925000000009508e-22	-0.0025953362000000007	-0.004828584700000001	0.0022389728	-0.0002726418000000008	-0.0022991479	-0.0002715183000000015	-0.004686636750000001	-0.00752613987	0.0042788267	0.0021652740999999988	-35399999999494863e-24	-467999999994792e-22
Cr6_Obs_t218	0.006377909500000002	-15878999999976474e-22	-0.0025979037999999976	-0.004841862879999999	0.0022633266000000006	-0.00027391709999999856	-0.002287728399999998	-0.0002756353000000003	-0.004702818309999999	-0.007579243129999999	0.0043346574000000014	0.002155710900000002	-3529999999772604e-23	-467999999973108e-22
Cr6_Obs_t219	0.006318608899999998	-15824999999997091e-22	-0.002599118499999999	-0.004852543949999998	0.0022862623000000017	-0.0002750366999999983	-0.002275417699999999	-0.00027972749999999845	-0.004716613999999999	-0.0076289728799999994	0.004389960399999999	0.002145147000000003	-35200000000294024e-24	-4660000000027836e-23
Cr6_Obs_t220	0.006257310899999999	-15763999999980627e-22	-0.0025989852999999978	-0.004860613049999998	0.0023077449	-0.00027599949999999786	-0.0022622442999999993	-0.0002837928	-0.00472800886	-0.007675256839999999	0.0044447125	0.0021336079	-3519999999812562e-23	-4659999999810996e-23
Cr6_Obs_t221	0.006194120499999998	-15694000000000125e-22	-0.0025975113000000004	-0.004866060419999999	0.0023277439	-0.0002768048000000001	-0.002248237600000001	-0.00028782889999999896	-0.00473699256	-0.00771802858	0.0044988921	0.0021211208999999983	-35000000001093184e-24	-462999999993087e-22
Cr6_Obs_t222	0.0061291428	-1561699999998254e-21	-0.0025947069999999995	-0.004868881999999998	0.0023462322	-0.000277452199999998	-0.0022334283999999997	-0.0002918338999999986	-0.004743559999999998	-0.0077572282899999985	0.004552478300000002	0.0021077144	-3489999999932436e-23	-4619999999970828e-23
Cr6_Obs_t223	0.006062483900000002	-15531999999996923e-22	-0.0025905850999999986	-0.0048690786	0.0023631872000000006	-0.0002779417999999997	-0.0022178483999999972	-0.0002958059	-0.004747710599999999	-0.007792802309999999	0.0046054513999999975	0.0020934181000000027	-34799999997555536e-24	-45999999998339036e-24
Cr6_Obs_t224	0.0059942498	-15439999999995908e-22	-0.0025851608999999994	-0.004866656399999999	0.0023785905	-0.00027827360000000096	-0.0022015297999999992	-0.0002997425999999993	-0.0047494485	-0.007824703470000001	0.0046577934000000005	0.0020782633000000013	-345999999983547e-22	-457999999991382e-22
Cr6_Obs_t225	0.005924546599999998	-15340999999979496e-22	-0.0025784523	-0.004861627100000001	0.002392427600000002	-0.0002784485000000003	-0.0021845060999999976	-0.00030364269999999744	-0.004748783099999998	-0.007852891679999998	0.004709486800000003	0.0020622815999999993	-3439999999915386e-23	-4549999999816853e-23
Cr6_Obs_t226	0.005853479899999996	-15234000000016734e-22	-0.0025704793	-0.0048540069	0.0024046883999999987	-0.0002784671999999993	-0.0021668110000000007	-0.000307504000000001	-0.004745727900000001	-0.00787733362	0.004760515999999999	0.0020455061000000012	-3419999999995302e-23	-45199999999367274e-24
Cr6_Obs_t227	0.005781154799999998	-151220000000089e-20	-0.002561264600000001	-0.0048438178000000005	0.002415366499999999	-0.00027833100000000145	-0.0021484792000000023	-0.0003113251000000025	-0.004740301400000002	-0.00789800254	0.004810865999999999	0.002027970300000001	-3400000000075218e-23	-45000000000166435e-24
Cr6_Obs_t228	0.005707675599999999	-1500300000000735e-21	-0.002550832699999999	-0.0048310862	0.002424460000000001	-0.00027804129999999894	-0.002129545099999999	-0.0003151042000000006	-0.0047325264	-0.00791487864	0.0048605234	0.0020097088000000014	-33799999999382935e-24	-4469999999702837e-23
Cr6_Obs_t229	0.005633145400000001	-14876999999990405e-22	-0.0025392101	-0.004815843300000002	0.0024319703999999996	-0.00027759990000000194	-0.002110044	-0.00031883980000000115	-0.0047224302000000015	-0.00792794934	0.0049094761	0.0019907564	-33600000000182095e-24	-4440000000039551e-23
Cr6_Obs_t230	0.005557665900000003	-14745999999971754e-22	-0.002526425799999998	-0.004798125399999999	0.0024379035000000036	-0.0002770088999999999	-0.002090011099999999	-0.00032253060000000076	-0.0047100441999999975	-0.007937209039999999	0.004957712700000001	0.0019711486	-3329999999704403e-23	-44099999997257444e-24
Cr6_Obs_t231	0.005481337700000001	-14608000000002758e-22	-0.002512509900000001	-0.0047779727	0.0024422686999999994	-0.0002762705999999988	-0.0020694816999999996	-0.00032617520000000066	-0.004695403999999999	-0.007942658969999999	0.0050052234000000015	0.0019509210000000004	-3300000000041117e-23	-43599999999255346e-24
Cr6_Obs_t232	0.005404259099999996	-14465000000010372e-22	-0.002497494800000001	-0.0047554303	0.0024450787999999966	-0.0002753876000000013	-0.002048491400000001	-0.00032977229999999955	-0.004678549400000001	-0.00794430762	0.005051999199999998	0.0019301094999999984	-32700000001609913e-24	-4330000000262249e-23
Cr6_Obs_t233	0.005326526900000002	-14317999999968918e-22	-0.002481414099999998	-0.004730547099999999	0.002446350300000001	-0.0002743626999999983	-0.002027075099999998	-0.00033332069999999787	-0.004659523399999996	-0.007942170039999998	0.005098032500000006	0.0019087501000000025	-3239999999630344e-23	-42899999999884e-21
Cr6_Obs_t234	0.0052482359	-14164999999994807e-22	-0.002464302899999999	-0.0047033759999999996	0.0024461028999999985	-0.00027319879999999994	-0.0020052677999999984	-0.0003368193999999996	-0.004638373	-0.007936268149999998	0.005143316700000002	0.0018868789000000023	-32099999999670586e-24	-4249999999931392e-23
Cr6_Obs_t235	0.005169478399999999	-1400799999999331e-21	-0.0024461978999999984	-0.004673973499999999	0.0024443595	-0.00027189930000000133	-0.0019831044999999987	-0.00034026740000000014	-0.0046151485	-0.00792663063	0.0051878464000000004	0.0018645318999999994	-3189999999830134e-23	-4209999999874384e-23
Cr6_Obs_t236	0.0050903445999999995	-1384599999999011e-21	-0.0024271364000000013	-0.0046423996	0.002441145999999997	-0.0002704674000000005	-0.0019606191000000003	-0.00034366370000000123	-0.004589903200000001	-0.00791329253	0.005231616999999999	0.001841744800000001	-31499999999899664e-24	-4170000000034216e-23
Cr6_Obs_t237	0.005010922200000003	-13680999999977211e-22	-0.0024071570999999983	-0.004608717799999998	0.0024364909000000037	-0.0002689068	-0.0019378455999999994	-0.0003470074999999996	-0.004562693599999999	-0.007896295399999998	0.005274625	0.001818553199999999	-3119999999893e-20	-41200000000171655e-24
Cr6_Obs_t238	0.004931296200000003	-13511000000005977e-22	-0.0023862994999999986	-0.004572994199999999	0.002430425600000001	-0.0002672212999999977	-0.0019148173999999994	-0.00035029799999999845	-0.0045335787	-0.007875686999999998	0.005316868100000002	0.0017949921000000011	-3089999999796034e-23	-4079999999743317e-23
Cr6_Obs_t239	0.004851549000000001	-13338000000025045e-22	-0.0023646040000000032	-0.004535297800000002	0.0024229837	-0.00026541470000000225	-0.0018915670000000002	-0.00035353460000000234	-0.004502620300000002	-0.007851520800000003	0.0053583446999999965	0.0017710962999999958	-3049999999955866e-23	-4030000000159947e-23
Cr6_Obs_t240	0.0047717603	-13160999999995045e-22	-0.002342111200000002	-0.0044957003000000014	0.0024142010000000004	-0.0002634909999999998	-0.0018681263000000026	-0.00035671660000000105	-0.0044698821	-0.0078238565	0.005399054199999999	0.0017468998999999993	-30099999998988575e-24	-3980000000142897e-23
Cr6_Obs_t241	0.004692006899999998	-1298199999999472e-21	-0.002318862600000002	-0.004454275200000001	0.0024041153999999985	-0.00026145449999999924	-0.0018445267999999998	-0.0003598436000000005	-0.0044354302000000016	-0.007792758899999999	0.005438996899999999	0.0017224364999999986	-29700000000586896e-24	-3930000000125847e-23
Cr6_Obs_t242	0.004612362699999999	-12799000000010378e-22	-0.002294899900000002	-0.004411098500000002	0.002392766599999998	-0.0002593093000000037	-0.0018207987000000013	-0.0003629152000000002	-0.004399332400000001	-0.007758298300000002	0.0054781738	0.001697738999999999	-29300000002185217e-24	-38800000001087964e-24
Cr6_Obs_t243	0.0045328986	-12615000000008349e-22	-0.002270265100000001	-0.004366247400000001	0.0023801957999999976	-0.00025705990000000163	-0.0017969719000000025	-0.0003659309000000042	-0.0043616581000000005	-0.007720549900000003	0.0055165868999999985	0.001672839599999999	-29000000003383958e-24	-38300000003085866e-24
Cr6_Obs_t244	0.004453682700000003	-12427999999996622e-22	-0.002245000000000003	-0.0043198009	0.0023664458999999986	-0.00025471060000000195	-0.0017730747999999985	-0.00036889059999999996	-0.004322477800000001	-0.007679593800000001	0.0055542388	0.0016477697999999995	-28600000002813875e-24	-3780000000074696e-23
Cr6_Obs_t245	0.0043747801999999975	-12238999999992888e-22	-0.0022191467000000006	-0.0042718389000000025	0.0023515607999999993	-0.0002522658000000022	-0.001749135400000003	-0.0003717939000000021	-0.004281863600000002	-0.007635514300000001	0.0055911331	0.0016225601999999984	-28200000000075387e-24	-3730000000274486e-23
Cr6_Obs_t246	0.004296252900000005	-12049999999989153e-22	-0.002192747199999997	-0.004222442599999998	0.002335585600000004	-0.0002497301999999945	-0.0017251804999999956	-0.00037464089999999714	-0.0042398879999999955	-0.007588400099999997	0.005627273700000001	0.0015972405000000064	-2789999999693732e-23	-36799999996069144e-24
Cr6_Obs_t247	0.004218159999999998	-11857999999975721e-22	-0.002165842800000001	-0.004171693600000001	0.002318566000000001	-0.0002471081000000007	-0.0017012359000000013	-0.0003774313000000015	-0.004196624399999999	-0.007538343300000001	0.005662665399999997	0.0015718397999999996	-2749999999853564e-23	-36300000002403854e-24
Cr6_Obs_t248	0.004140557600000004	-11663999999970281e-22	-0.0021384748999999986	-0.004119673999999998	0.002300548900000003	-0.0002444039999999984	-0.0016773262999999995	-0.0003801650999999979	-0.004152146599999998	-0.007485439999999997	0.005697313800000002	0.0015463859000000016	-27000000000533542e-24	-3570000000046453e-23
Cr6_Obs_t249	0.004063498499999999	-1147000000000821e-21	-0.002110684599999999	-0.0040664663	0.002281580900000001	-0.00024162290000000024	-0.0016534758999999996	-0.00038284249999999843	-0.0041065289	-0.0074297893999999975	0.005731224500000001	0.0015209057000000002	-26600000002131863e-24	-3519999999812562e-23
Cr6_Obs_t250	0.003987033099999999	-11275000000006766e-22	-0.0020825118000000016	-0.004012152700000001	0.002261709799999999	-0.00023876879999999885	-0.0016297069999999993	-0.0003854634999999988	-0.004059845099999997	-0.0073714933	0.005764404200000002	0.0014954252999999995	-26199999999393375e-24	-3459999999618629e-23
Cr6_Obs_t251	0.003911208400000001	-11079000000009318e-22	-0.002053996500000002	-0.003956815500000001	0.0022409829999999993	-0.0002358467000000003	-0.0016060417000000014	-0.0003880283000000026	-0.0040121694	-0.007310656300000002	0.005796859799999999	0.0014699696999999996	-25800000000991696e-24	-3400000000292058e-23
Cr6_Obs_t252	0.003836068700000003	-10884000000007873e-22	-0.0020251775999999993	-0.003900536299999999	0.0022194480999999976	-0.0002328609000000004	-0.0015825004999999999	-0.0003905372999999995	-0.0039635754	-0.0072473853	0.005828598700000002	0.0014445627000000006	-2539999999825321e-23	-33599999995845287e-24
Cr6_Obs_t253	0.003761655499999999	-1068900000000643e-21	-0.001996093199999999	-0.003843396100000002	0.002197152699999999	-0.00022981580000000328	-0.0015591031000000027	-0.0003929905000000025	-0.003914136000000002	-0.0071817889	0.005859628899999997	0.001419227399999997	-2499999999985153e-23	-3299999999824277e-23
Cr6_Obs_t254	0.0036880073999999994	-10493000000008981e-22	-0.001966780700000002	-0.0037854751000000004	0.0021741441000000007	-0.0002267158999999996	-0.0015358678999999992	-0.0003953883000000014	-0.0038639236	-0.0071139772000000006	0.005889958599999997	0.0013939858000000006	-2460000000144985e-23	-3250000000024067e-23
Cr6_Obs_t255	0.0036151603999999993	-10296999999968165e-22	-0.0019372765999999984	-0.0037268524999999986	0.002150469200000002	-0.00022356549999999822	-0.0015128124999999994	-0.00039773119999999846	-0.003813009699999996	-0.0070440619	0.005919596599999999	0.0013688586000000025	-24199999998711363e-24	-3189999999830134e-23
Cr6_Obs_t256	0.0035431478000000002	-1010200000001009e-21	-0.0019076161999999992	-0.0036676061	0.0021261744000000042	-0.00022036879999999537	-0.0014899531999999988	-0.00040001939999999726	-0.0037614647	-0.0069721554	0.005948551800000002	0.0013438658000000008	-23699999996372456e-24	-31300000000698824e-24
Cr6_Obs_t257	0.003472000000000002	-9907000000008645e-22	-0.0018778343999999994	-0.0036078128000000013	0.0021013054000000022	-0.00021713039999999868	-0.0014673057000000019	-0.00040225360000000366	-0.003709358100000002	-0.006898370900000001	0.005976833299999999	0.0013190259999999992	-23399999997571197e-24	-30800000002696726e-24
Cr6_Obs_t258	0.0034017453	-9713000000003205e-22	-0.0018479642999999967	-0.003547547600000001	0.002075907600000001	-0.00021385400000000204	-0.0014448842999999992	-0.00040443420000000306	-0.0036567577000000016	-0.006822821899999999	0.006004450999999998	0.0012943571	-228999999995691e-22	-302000000007574e-22
Cr6_Obs_t259	0.003332409100000001	-9520999999989774e-22	-0.0018180385999999995	-0.0034868841999999983	0.0020500249000000035	-0.00021054390000000128	-0.0014227024999999976	-0.00040656180000000174	-0.0036037304000000004	-0.006745622	0.006031414300000002	0.0012698758000000013	-2260000000076784e-23	-29799999998018915e-24
Cr6_Obs_t260	0.0032640147999999985	-932900000001971e-21	-0.0017880880999999972	-0.0034258941000000023	0.0020237011999999985	-0.0002072040000000025	-0.0014007725000000004	-0.0004086367999999981	-0.003550340899999998	-0.006666884300000001	0.0060577335999999985	0.001245597900000001	-2210000000276574e-23	-29200000000416393e-24
Cr6_Obs_t261	0.0031965833999999995	-9138999999998287e-22	-0.0017581431999999985	-0.003364647300000002	0.001996978899999999	-0.0002038379999999996	-0.0013791059999999997	-0.0004106597999999984	-0.0034966529000000023	-0.0065867219	0.0060834188	0.0012215382999999956	-21700000000027253e-24	-28600000002813875e-24
Cr6_Obs_t262	0.0031301333	-8949999999972869e-22	-0.0017282327000000012	-0.0033032119000000006	0.0019698993000000003	-0.00020044989999999825	-0.0013577135000000014	-0.00041263169999999905	-0.0034427282000000004	-0.0065052469	0.006108480399999996	0.0011977105000000009	-21300000001625574e-24	-28100000000474967e-24
