Obs	log_k_s2o4_disp	log_k_s2o4_o2	log_k_s2o4_fe3	log_sitefrac	log_k_fe2_o2_fast	log_factor_k_fe2_o2_slow	log_k_fe2_cr6_fast	log_factor_k_fe2_cr6_slow	log_is2o4	log_ifeoh3	log_q	log_aqfrac	log_k_fe2aq_o2	log_k_fe2aq_cr6
Cr6_Obs_t83	0.000468333103	-58320000000000485e-24	-72626889e-12	-0.00012096036770000001	35606639999999826e-22	-16627070000000129e-22	-0.000147134561	-383084599999999e-20	-0.0001146556034	-0.0001534038375	7202044999999996e-20	91069523e-12	-10929999999965013e-25	-13980000000313902e-25
Cr6_Obs_t84	0.000486014263	-6058800000001142e-23	-7548007399999999e-20	-0.0001257162518	37993000000000163e-22	-17684779999999948e-22	-0.00015236162529999998	-3986133999999985e-21	-0.00011916333209999999	-0.0001594739789	7497089000000003e-20	9462141300000003e-20	-11410000000012144e-25	-14589999999773816e-25
Cr6_Obs_t85	0.000504324658	-6294100000002153e-23	-7844278600000001e-20	-0.00013065494160000002	4053212999999965e-21	-18803050000000237e-22	-0.00015776295200000003	-41476420000000294e-22	-0.00012384465790000004	-0.00016577983360000002	7803867399999998e-20	9830679799999996e-20	-11910000000385935e-25	-15220000000238016e-25
Cr6_Obs_t86	0.0005232837039999999	-6538299999996061e-23	-8151900099999997e-20	-0.00013578310599999998	4323378e-12	-1998505999999974e-21	-0.00016334361359999998	-4315613999999974e-21	-0.00012870593699999998	-0.0001723301548	8122823200000002e-20	0.00010213029000000005	-12429999999731133e-25	-15879999999836953e-25
Cr6_Obs_t87	0.0005429112090000001	-6791600000003074e-23	-8471281600000003e-20	-0.00014110762600000004	4610837999999943e-21	-2123407000000054e-21	-0.00016910877950000004	-4490296000000009e-21	-0.00013375373	-0.00017913398590000006	84544147e-12	0.00010609663100000002	-12950000000431583e-25	-16550000000276847e-25
Cr6_Obs_t88	0.000563227354	-7054600000002499e-23	-88028463e-12	-0.00014663561099999997	4916701000000003e-21	-22553569999999673e-22	-0.00017506372429999998	-4671950000000009e-21	-0.00013899481299999998	-0.0001862006779	8799115700000004e-20	0.00011021069500000003	-13489999999764628e-25	-17239999999688147e-25
Cr6_Obs_t89	0.000584252691	-7327500000004378e-23	-9147030400000001e-20	-0.00015237439300000002	524214699999997e-20	-23947150000000207e-22	-0.0001812138203	-4860844000000047e-21	-0.000144436179	-0.00019353989079999999	9157415499999994e-20	0.00011447748899999999	-14059999999926475e-25	-1795999999992825e-24
Cr6_Obs_t90	0.00060600813	-761040000000018e-22	-9504283500000001e-20	-0.000158331536	5588431000000014e-21	-2541858000000002e-21	-0.0001875645363	-5057253000000008e-21	-0.00015008504399999998	-0.0002011616015	9529820299999997e-20	0.00011890215300000002	-14640000000251652e-25	-187000000001562e-23
Cr6_Obs_t91	0.000628514924	-7903799999998073e-23	-9875068799999999e-20	-0.00016451484499999998	5956888000000018e-21	-26971799999999768e-22	-0.00019412143999999998	-5261466000000004e-21	-0.00015594885299999997	-0.0002090761167	9916853000000002e-20	0.00012348996500000003	-15229999999384907e-25	-1945999999969437e-24
Cr6_Obs_t92	0.000651794652	-8207999999999566e-23	-0.00010259863999999997	-0.000170932365	6348937000000018e-21	-28610919999999833e-22	-0.0002008901931	-5473778999999991e-21	-0.000162035283	-0.0002172940776	0.00010319053399999999	0.00012824633299999996	-15839999999522447e-25	-2024999999972253e-24
Cr6_Obs_t93	0.000675869206	-8523300000002785e-23	-0.00010659160899999999	-0.00017759238899999998	67660859999999775e-22	-30340239999999974e-22	-0.00020787654980000003	-5694502000000017e-21	-0.00016835225	-0.00022582646870000002	0.00010736978999999998	0.00013317680299999998	-16480000000149977e-25	-2107000000024068e-24
Cr6_Obs_t94	0.0007007607710000001	-8850099999993934e-23	-0.000110734655	-0.000184503461	72099399999999895e-22	-32164229999999676e-22	-0.000215086351	-5923952000000008e-21	-0.000174907911	-0.00023468462339999997	0.00011171205399999999	0.00013828706000000002	-17140000000087727e-25	-21919999999554752e-25
Cr6_Obs_t95	0.0007264917920000001	-9188600000003383e-23	-0.00011503298799999999	-0.000191674383	7682203e-12	-3408756000000034e-21	-0.000222525524	-6162457000000003e-21	-0.00018171066900000003	-0.0002438802342	0.00011622326299999998	0.00014358292100000004	-17820000000352137e-25	-2279999999969763e-24
Cr6_Obs_t96	0.0007530849799999999	-9539499999998522e-23	-0.000119491969	-0.00019911422	8184682000000014e-21	-36115139999999822e-22	-0.00023020008000000002	-6410360000000013e-21	-0.000188769181	-0.000253425363	0.00012090953700000003	0.00014907033799999996	-18539999999914614e-25	-23720000000493823e-25
Cr6_Obs_t97	0.0007805632379999998	-9903000000002944e-23	-0.00012411710700000004	-0.000206832296	871930399999996e-20	-3825201000000049e-21	-0.00023811610700000003	-6668011000000062e-21	-0.00019609235700000004	-0.00026333244090000007	0.00012577719499999996	0.00015475539999999994	-1927000000065686e-24	-24670000000085943e-25
Cr6_Obs_t98	0.000808949691	-10279699999999345e-23	-0.00012891406599999997	-0.000214838211	9288107000000057e-21	-405034999999996e-20	-0.000246279766	-6935775999999963e-21	-0.00020368936899999997	-0.0002736142837999999	0.00013083274399999998	0.000160644326	-20040000000019547e-25	-25659999999653755e-25
Cr6_Obs_t99	0.0008382676089999999	-10669899999996013e-23	-0.000133888665	-0.00022314183399999997	9893260000000054e-21	-4287509999999976e-21	-0.000254697285	-7214028999999995e-21	-0.00021156964799999998	-0.00028428409239999997	0.000136082893	0.00016674347100000006	-20829999999708894e-25	-26679999999372744e-25
Cr6_Obs_t100	0.000868540378	-11074200000002748e-23	-0.000139046879	-0.000231753313	10537059999999961e-21	-4537256000000035e-21	-0.00026337496000000004	-7503161000000006e-21	-0.00021974289700000003	-0.000295355465	0.00014153455299999998	0.00017305931299999998	-21650000000227043e-25	-2774000000042268e-24
Cr6_Obs_t101	0.0008997914720000001	-11493000000005753e-23	-0.000144394837	-0.000240683074	11221947999999973e-21	-4800185000000028e-21	-0.00027231913700000003	-7803573000000007e-21	-0.00022821908500000003	-0.000306842399	0.00014719483999999996	0.000179598463	-2251000000004326e-24	-2884999999991757e-24
Cr6_Obs_t102	0.000932044445	-11926700000004786e-23	-0.000149938829	-0.000249941826	11950508999999991e-21	-5076917000000053e-21	-0.000281536216	-8115678000000068e-21	-0.000237008455	-0.00031875930200000004	0.00015307108000000004	0.00018636765199999992	-23390000000186135e-25	-29990000000241265e-25
Cr6_Obs_t103	0.00096532282	-1237590000000287e-22	-0.000155685302	-0.000259540566	12725485999999994e-21	-5368097000000039e-21	-0.000291032638	-843990600000003e-20	-0.00024612152500000004	-0.00033112099500000005	0.000159170809	0.00019337373299999996	-2432000000012922e-24	-31190000000189686e-25
Cr6_Obs_t104	0.000999650086	-1284090000000152e-22	-0.00016164086000000006	-0.00026949057500000003	13549784999999942e-21	-5674392999999988e-21	-0.00030081488000000006	-8776695e-12	-0.000255569089	-0.00034394272099999996	0.000165501778	0.00020062367399999997	-25280000000223483e-25	-324300000001138e-23
Cr6_Obs_t105	0.001035049644	-13322100000000487e-23	-0.00016781226900000005	-0.00027980342200000007	14426487999999961e-21	-59965000000000365e-22	-0.000310889444	-9126501000000038e-21	-0.0002653622210000001	-0.000357240144	0.00017207195699999996	0.00020812455400000002	-26269999999791295e-25	-33710000000691234e-25
Cr6_Obs_t106	0.001071544745	-13819999999997777e-23	-0.00017420644999999996	-0.00029049096799999995	15358854000000055e-21	-6335139e-12	-0.00032126285099999996	-9489790999999946e-21	-0.00027551227499999993	-0.00037102936099999995	0.00017888953300000004	0.000215883558	-27289999998832658e-25	-3502999999988911e-24
Cr6_Obs_t107	0.001109158435	-14335200000009966e-23	-0.00018083048500000006	-0.00030156536600000006	1635033399999997e-20	-6691058000000101e-21	-0.000331941629	-9867052000000055e-21	-0.0002860308890000001	-0.00038532690400000004	0.00018596291399999992	0.0002239079669999999	-28360000000384735e-25	-36410000001422214e-25
Cr6_Obs_t108	0.00114791351	-14868100000002928e-23	-0.000187691604	-0.000313039053	1740458200000003e-20	-70650299999999895e-22	-0.00034293230200000004	-10258778000000031e-21	-0.00029692997700000003	-0.000400149738	0.00019330073399999998	0.00023220515999999988	-2946000000005511e-24	-37830000000898135e-25
Cr6_Obs_t109	0.001187832417	-1541909999999675e-22	-0.000194797199	-0.00032492476	18525462000000054e-21	-7457856999999957e-21	-0.00035424138	-10665485000000034e-21	-0.000308221736	-0.000415515272	0.0002009118520000001	0.00024078259799999993	-30580000000052145e-25	-3929999999949664e-24
Cr6_Obs_t110	0.0012289372249999998	-15989000000004498e-23	-0.00020215481100000003	-0.00033723550600000006	19717056000000035e-21	-787036899999994e-20	-0.00036587535	-11087699999999965e-21	-0.00031991864600000006	-0.000431441358	0.00020880535400000005	0.000249647815	-31760000000351533e-25	-4081999999992823e-24
Cr6_Obs_t111	0.0012712495180000002	-1657829999999707e-22	-0.00020977212999999997	-0.00034998459299999987	20983679000000078e-21	-8303423999999991e-21	-0.000377840656	-1152596799999995e-20	-0.000332033459	-0.000447946292	0.0002169905530000001	0.000258808415	-32969999999446845e-25	-42399999999306924e-25
Cr6_Obs_t112	0.001314790343	-17187400000001326e-23	-0.00021765699000000005	-0.00036318560499999994	22329889999999936e-21	-8757907000000033e-21	-0.0003901436900000001	-11980847000000089e-21	-0.000344579204	-0.00046504881399999997	0.0002254769939999999	0.00026827205699999994	-34230000000375245e-25	-4403000000051871e-24
Cr6_Obs_t113	0.00135958013	-17816900000006738e-23	-0.00022581736800000006	-0.00037685240800000005	23760499999999957e-21	-9234734999999963e-21	-0.00040279077600000003	-12452912000000051e-21	-0.000357569179	-0.0004827681110000001	0.00023427444699999987	0.00027804644599999995	-3552000000009957e-24	-4571999999999996e-24
Cr6_Obs_t114	0.001405638594	-18467500000001022e-23	-0.00023426137899999988	-0.00039099913599999995	2528058300000014e-20	-9734853999999988e-21	-0.0004157881569999999	-12942755999999933e-21	-0.00037101695199999983	-0.0005011238119999998	0.00024339291100000006	0.00028813931399999997	-36869999998770994e-25	-4746999999842832e-24
Cr6_Obs_t115	0.0014529846510000003	-19139400000007774e-23	-0.0002429972650000001	-0.0004056401940000001	26895492999999906e-21	-10259236000000125e-21	-0.00042914197500000013	-13450984000000027e-21	-0.0003849363460000001	-0.0005201359840000001	0.00025284260899999993	0.00029855842099999993	-3826999999995313e-24	-49280000001224785e-25
Cr6_Obs_t116	0.0015016363370000002	-19833399999999403e-23	-0.00025203339599999997	-0.00042079024399999993	28610873000000048e-21	-1080888600000002e-20	-0.00044285825699999997	-1397821799999999e-20	-0.00039934144199999997	-0.000539825134	0.0002626339890000002	0.00030931151700000004	-3971000000043334e-24	-5115999999940474e-24
Cr6_Obs_t117	0.001551610714	-20550099999992483e-23	-0.000261378259	-0.000436464201	30432664999999968e-21	-11384837999999956e-21	-0.00045694289700000005	-14525101000000126e-21	-0.000414246569	-0.000560212201	0.00027277772399999985	0.000320406364	-4120000000071376e-24	-5310999999974444e-24
Cr6_Obs_t118	0.0016029237699999998	-21289700000010612e-23	-0.000271040448	-0.000452677219	3236712599999998e-20	-11988150999999987e-21	-0.00047140163300000005	-1509228600000002e-20	-0.00042966628700000003	-0.000581318545	0.0002832847	0.00033185067000000005	-4273999999943913e-24	-5510999999988435e-24
Cr6_Obs_t119	0.001655590288	-22053199999995583e-23	-0.000281028664	-0.000469444687	3442083800000005e-20	-12619919999999938e-21	-0.000486240032	-15680447999999957e-21	-0.00044561538999999997	-0.000603165949	0.00029416601800000004	0.0003436521180000001	-4433999999982211e-24	-57189999999975646e-25
Cr6_Obs_t120	0.0017096237930000005	-22840999999994586e-23	-0.00029135169499999996	-0.0004867822079999999	3660072300000014e-20	-13281264999999941e-21	-0.0005014634659999999	-1629027199999991e-20	-0.00046210888399999997	-0.0006257765999999999	0.0003054330029999999	0.000355818313	-45989999998650045e-25	-5933999999951619e-24
Cr6_Obs_t121	0.0017650364069999997	-2365349999998705e-22	-0.0003020184079999999	-0.00050470559	3891405100000007e-20	-13973332999999859e-21	-0.0005170770899999999	-16922465999999925e-21	-0.0004791619759999999	-0.0006491730839999998	0.00031709718700000003	0.0003683567870000002	-476799999981313e-23	-6154999999935908e-24
Cr6_Obs_t122	0.0018218387500000001	-24491499999999594e-23	-0.00031303774399999996	-0.000523230831	41368457000000086e-21	-1469730399999999e-20	-0.0005330858230000001	-1757774999999997e-20	-0.0004967900659999999	-0.0006733783710000001	0.00032917029000000014	0.00038127494999999986	-49439999999772305e-25	-63850000001010754e-25
Cr6_Obs_t123	0.0018800398179999998	-25355399999998094e-23	-0.000324418697	-0.000542374098	4397195200000009e-20	-15454379000000063e-21	-0.0005494943170000001	-18256861000000052e-21	-0.000515008722	-0.0006984158	0.00034166423799999985	0.0003945800979999999	-5124999999985827e-24	-6621000000025428e-24
Cr6_Obs_t124	0.0019396468730000001	-26245899999990593e-23	-0.0003361703019999998	-0.000562151712	4673293299999997e-20	-16245791999999835e-21	-0.0005663069399999999	-18960554000000004e-21	-0.0005338336649999999	-0.000724309061	0.0003545911430000002	0.00040827936300000023	-5312000000024658e-24	-6865000000080444e-24
Cr6_Obs_t125	0.0020006653400000004	-27164000000013755e-23	-0.000348301627	-0.000582580125	4966019999999994e-20	-17072800000000085e-21	-0.0005835277490000001	-1968960000000005e-20	-0.000553280757	-0.000751082183	0.0003679632800000001	0.0004223797000000001	-55099999999382206e-25	-7120000000010191e-24
Cr6_Obs_t126	0.00206309867	-2810799999999577e-22	-0.00036082173499999993	-0.0006036758899999999	5276296000000005e-20	-17936679999999884e-21	-0.0006011604519999999	-20444779999999834e-21	-0.000573365958	-0.000778759492	0.0003817931200000002	0.00043688785	-569999999999217e-23	-7379999999919959e-24
Cr6_Obs_t127	0.00212694819	-29082000000020536e-23	-0.0003737397050000002	-0.0006254556580000001	5605084000000001e-20	-1883874000000013e-20	-0.0006192084070000001	-2122690000000012e-20	-0.0005941053390000002	-0.0008073656260000002	0.0003960932599999998	0.0004518103299999998	-5910000000101728e-24	-765000000006082e-23
Cr6_Obs_t128	0.00219221304	-3008399999998763e-22	-0.000387064573	-0.000647936127	5953390999999998e-20	-19780319999999945e-21	-0.000637674567	-22036790000000032e-21	-0.00061551502	-0.0008369254699999999	0.00041087647999999994	0.00046715337999999994	-6119999999940236e-24	-7929999999890672e-24
Cr6_Obs_t129	0.00225889002	-3111500000001503e-22	-0.0004008053260000001	-0.0006711340150000001	6322269000000007e-20	-2076275000000011e-20	-0.0006565614530000001	-2287525000000003e-20	-0.0006376111560000002	-0.0008674641400000001	0.0004261556699999999	0.00048292295999999985	-6340000000145361e-24	-82100000001271e-22
Cr6_Obs_t130	0.0023269734500000003	-3217499999999432e-22	-0.00041497089599999985	-0.0006950660519999997	6712812000000007e-20	-21787399999999892e-21	-0.0006758711499999998	-2374314999999976e-20	-0.0006604099199999997	-0.0008990069669999999	0.0004419438500000001	0.0004991246800000002	-6569999999768428e-24	-8509999999877036e-24
Cr6_Obs_t131	0.0023964550799999997	-3326599999999881e-22	-0.0004295701079999999	-0.0007197489139999999	7126161999999989e-20	-22855669999999936e-21	-0.0006956052420000001	-24641339999999885e-21	-0.0006839274489999999	-0.00093157944	0.0004582541299999999	0.0005157638000000001	-6799999999933595e-24	-8810000000033548e-24
Cr6_Obs_t132	0.0024673239600000005	-3438699999999185e-22	-0.000444611683	-0.000745199214	7563510000000004e-20	-2396894000000001e-20	-0.0007157648079999999	-2557069000000005e-20	-0.000708179829	-0.000965207187	0.00047509972999999983	0.0005328451699999999	-7040000000058805e-24	-9119999999879051e-24
Cr6_Obs_t133	0.0025395662899999998	-35538999999996544e-23	-0.0004601041870000002	-0.0007714334410000002	8026090999999996e-20	-25128620000000037e-21	-0.000736350369	-26532090000000084e-21	-0.0007331830400000002	-0.0009999159160000001	0.0004924939299999999	0.0005503732200000001	-7280000000184014e-24	-9440000000226698e-24
Cr6_Obs_t134	0.0026131653499999997	-367230000000089e-21	-0.000476056032	-0.000798467944	8515188000000017e-20	-26336149999999956e-21	-0.000757361885	-27526439999999916e-21	-0.000758952945	-0.0010357314030000001	0.0005104500599999997	0.0005683518899999998	-7529999999998215e-24	-9769999999992285e-24
Cr6_Obs_t135	0.00268810136	-37937999999978697e-23	-0.0004924754039999999	-0.00082631885	9032134999999993e-20	-27592939999999825e-21	-0.0007787986739999998	-28554629999999785e-21	-0.000785505204	-0.001072679394	0.0005289814900000001	0.0005867846299999999	-7790000000043509e-24	-10109999999988965e-24
Cr6_Obs_t136	0.00276435137	-39185000000010366e-23	-0.0005093702800000001	-0.000855002058	9578311999999996e-20	-28900430000000123e-21	-0.000800659432	-296176e-10	-0.000812855276	-0.00111078561	0.0005481015999999998	0.0006056743299999998	-8050000000088802e-24	-10449999999985644e-24
Cr6_Obs_t137	0.00284188915	-404660000000146e-21	-0.0005267483700000002	-0.0008845331740000001	0.00010155145999999986	-30260050000000286e-21	-0.0008229421750000001	-30716270000000136e-21	-0.0008410183530000001	-0.0011500756700000001	0.0005678237399999998	0.0006250232700000001	-8320000000094138e-24	-10810000000173459e-24
Cr6_Obs_t138	0.0029206851100000005	-4177800000000338e-22	-0.00054461708	-0.000914927432	0.00010764115999999991	-3167321999999979e-20	-0.0008456441869999999	-3185156000000004e-20	-0.000870009289	-0.0011905750069999997	0.0005881612500000002	0.0006448331200000003	-8599999999788464e-24	-11180000000050264e-24
Cr6_Obs_t139	0.00300070619	-43124999999987835e-23	-0.0005629834699999999	-0.000946199689	0.00011406744999999997	-3314137999999993e-20	-0.000868762027	-3302443000000022e-20	-0.000899842591	-0.001232308862	0.00060912739	0.0006651048599999999	-8899999999944976e-24	-11560000000158163e-24
Cr6_Obs_t140	0.0030819157799999992	-44504000000007054e-23	-0.0005818542500000002	-0.0009783643180000003	0.00012084604999999983	-3466591000000007e-20	-0.000892291457	-34235810000000206e-21	-0.0009305323200000001	-0.001275302164	0.0006307353399999997	0.0006858387699999999	-9190000000141446e-24	-11950000000226103e-24
Cr6_Obs_t141	0.0031642736300000005	-4591499999997972e-22	-0.0006012356999999998	-0.001011435173	0.00012799312000000024	-3624821999999973e-20	-0.0009162274279999998	-35486649999999726e-21	-0.0009620920609999999	-0.001319579492	0.0006529981600000005	0.0007070343600000002	-9479999999795815e-24	-12339999999751942e-24
Cr6_Obs_t142	0.0032477357600000003	-47361000000002273e-23	-0.0006211336799999999	-0.001045425549	0.0001355252400000003	-3788967999999993e-20	-0.000940564075	-36777920000000055e-21	-0.00099453488	-0.001365165022	0.0006759287499999997	0.0007286903000000003	-9800000000143461e-24	-12750000000011016e-24
Cr6_Obs_t143	0.0033322544899999995	-4884099999999739e-22	-0.0006415535300000002	-0.0010803480479999999	0.00014345948000000006	-3959163999999989e-20	-0.000965294614	-3811057000000011e-20	-0.001027873199	-0.001412082391	0.0006995398300000002	0.00075080446	-10119999999677956e-24	-13169999999959082e-24
Cr6_Obs_t144	0.003417778259999999	-5035400000005037e-22	-0.0006625000500000002	-0.0011162145700000002	0.00015181326999999956	-413554200000003e-19	-0.0009904113800000005	-39485540000000464e-21	-0.0010621187890000002	-0.0014603546700000004	0.0007238439399999999	0.0007733737899999997	-10440000000296653e-24	-13600000000409292e-24
Cr6_Obs_t145	0.0035042516900000006	-5190000000002571e-22	-0.0006839774800000001	-0.001153036214	0.0001606044400000002	-4318228000000019e-20	-0.0010159057500000001	-4090380000000023e-20	-0.001097282676	-0.001510004261	0.0007488533399999998	0.0007963943100000001	-10780000000293333e-24	-14040000000277442e-24
Cr6_Obs_t146	0.00359161549	-5348099999996961e-22	-0.0007059894199999998	-0.0011908232129999997	0.00016985115000000043	-45073479999999675e-21	-0.0010417681499999998	-42366289999999716e-21	-0.0011333750799999997	-0.0015610528099999999	0.0007745800100000003	0.00081986106	-11119999999747911e-24	-14489999999834583e-24
Cr6_Obs_t147	0.0036798064899999997	-5509400000000249e-22	-0.0007285388000000001	-0.00122958484	0.00017957192999999992	-47030190000000313e-21	-0.00106798799	-43873940000000084e-21	-0.00117040531	-0.0016135211020000002	0.0008010356299999999	0.00084376807	-11460000000015642e-24	-14950000000164918e-24
Cr6_Obs_t148	0.0037687576100000003	-5674000000001193e-22	-0.0007516278400000003	-0.0012693293600000001	0.00018978553999999962	-4905354999999999e-20	-0.0010945537	-4542769000000029e-20	-0.0012083817600000001	-0.001667429001	0.0008282315099999998	0.00086810827	-11820000000203456e-24	-15420000000184245e-24
Cr6_Obs_t149	0.0038583978699999995	-5841900000002503e-22	-0.0007752579599999999	-0.0013100638999999999	0.00020051105000000002	-5114462999999985e-20	-0.0011214526000000002	-4702846999999987e-20	-0.0012473117500000001	-0.0017227953009999997	0.00085617858	0.0008928735300000002	-12179999999849169e-24	-1588999999993252e-23
Cr6_Obs_t150	0.00394865244	-6013099999998758e-22	-0.0007994298099999996	-0.0013517944199999998	0.00021176766000000058	-53304439999999926e-21	-0.0011486710099999997	-4867718999999952e-20	-0.0012872014999999997	-0.0017796376679999996	0.0008848873000000002	0.0009180545500000007	-12549999999725975e-24	-1637999999960088e-23
Cr6_Obs_t151	0.004039442670000001	-6187399999996179e-22	-0.0008241431199999997	-0.0013945255899999998	0.00022357478000000072	-5553389999999952e-20	-0.0011761941099999995	-5037474999999999e-20	-0.00132805601	-0.0018379724949999995	0.0009143676900000004	0.0009436408800000001	-12919999999873831e-24	-16879999999771383e-24
Cr6_Obs_t152	0.00413068613	-6364999999996677e-22	-0.0008493967299999999	-0.00143826071	0.00023595186000000023	-57833870000000074e-21	-0.0012040059999999999	-5212201999999996e-20	-0.00136987903	-0.00189781483	0.0009446292400000001	0.0009696208099999998	-13319999999901813e-24	-1739999999986197e-23
Cr6_Obs_t153	0.004222296749999999	-6545600000001451e-22	-0.0008751884900000002	-0.00148300159	0.0002489184499999996	-6020508000000003e-20	-0.0012320896500000002	-5391985000000011e-20	-0.0014126728800000002	-0.0019591782050000003	0.0009756808999999998	0.0009959814699999996	-13700000000009711e-24	-17910000000534616e-24
Cr6_Obs_t154	0.00431418481	-6729299999999258e-22	-0.0009015152499999997	-0.00152874856	0.00026249398000000035	-6264820999999992e-20	-0.0012604269	-5576908999999975e-20	-0.00145643851	-0.0020220746009999998	0.0010075309599999996	0.0010227086199999997	-14109999999997735e-24	-18440000000043144e-24
Cr6_Obs_t155	0.0044062571500000005	-691589999999632e-21	-0.0009283727699999996	-0.0015755002499999995	0.0002766978300000004	-6516379999999976e-20	-0.0012889984599999994	-5767053999999948e-20	-0.0015011752699999996	-0.002086514259999999	0.0010401871300000007	0.0010497868000000003	-14519999999443658e-24	-18979999999511714e-24
Cr6_Obs_t156	0.00449841684	-7105299999998456e-22	-0.0009557556800000001	-0.0016232535499999998	0.00029154919	-6775227000000003e-20	-0.0013177838599999997	-5962497999999997e-20	-0.00154688088	-0.002152505579	0.0010736564100000004	0.00107719919	-14920000000013742e-24	-19519999999522385e-24
Cr6_Obs_t157	0.0045905645500000005	-7297599999999847e-22	-0.00098365748	-0.00167200359	0.0003070669400000002	-7041397999999984e-20	-0.00134676154	-6163318999999974e-20	-0.0015935514	-0.002220055037	0.00110794503	0.0011049276400000006	-1534999999992185e-23	-2007999999999524e-23
Cr6_Obs_t158	0.0046825975	-749250000000169e-21	-0.0010120704100000002	-0.00172174352	0.00032326964	-7314908000000022e-20	-0.0013759087400000002	-6369584999999986e-20	-0.0016411810200000002	-0.0022891669800000005	0.0011430584900000002	0.00113295265	-15770000000412017e-24	-2065000000042814e-23
Cr6_Obs_t159	0.004774410060000002	-7689899999998966e-22	-0.0010409854499999996	-0.0017724644999999998	0.00034017539000000025	-7595762999999985e-20	-0.0014052015999999996	-6581365999999971e-20	-0.0016897620899999997	-0.002359843564	0.00117900145	0.0011612533600000002	-16199999999778024e-24	-21209999999816792e-24
Cr6_Obs_t160	0.00486589391	-7889799999997093e-22	-0.0010703922899999996	-0.0018241555799999997	0.0003578016900000004	-7883952999999965e-20	-0.0014346151299999995	-6798724999999947e-20	-0.0017392849699999996	-0.0024320846109999994	0.00121577772	0.00118980754	-16639999999646174e-24	-2178999999966763e-23
Cr6_Obs_t161	0.00495693831	-8091999999996873e-22	-0.0011002792499999999	-0.0018768036499999998	0.00037616543000000026	-8179453999999952e-20	-0.0014641231999999998	-7021722999999997e-20	-0.0017897379499999997	-0.00250588747	0.0012533901700000007	0.00121859159	-17080000000056425e-24	-22380000000020613e-24
Cr6_Obs_t162	0.005047430279999998	-8296300000004524e-22	-0.0011306332600000005	-0.0019303932900000002	0.0003952826999999994	-8482223000000008e-20	-0.00149369862	-7250413000000017e-20	-0.0018411071800000004	-0.00258124688	0.0012918407700000004	0.0012475805499999992	-17519999999924575e-24	-22970000000373594e-24
Cr6_Obs_t163	0.00513725487	-8502799999997963e-22	-0.0011614398200000002	-0.00198490674	0.00041516868000000015	-8792205000000028e-20	-0.0015233131500000001	-7484848000000011e-20	-0.00189337663	-0.00265815489	0.00133113046	0.0012767481000000001	-1798000000025491e-23	-2358000000010456e-23
Cr6_Obs_t164	0.005226295469999999	-8711000000000873e-22	-0.0011926829600000003	-0.00204032378	0.00043583756999999936	-9109322000000052e-20	-0.0015529374800000001	-7725071000000026e-20	-0.0019465279200000004	-0.0027366006800000004	0.00137125919	0.0013060665999999998	-18440000000043144e-24	-24190000000377625e-24
Cr6_Obs_t165	0.005314433990000001	-8920799999997389e-22	-0.0012243452099999995	-0.00209662168	0.0004573024099999997	-9433480000000023e-20	-0.0015825413300000002	-7971122000000009e-20	-0.0020005403200000003	-0.0028165704599999995	0.00141222583	0.00133550711	-18899999999831378e-24	-2480000000010859e-23
Cr6_Obs_t166	0.00540155121	-9132200000003775e-22	-0.00125640759	-0.0021537751399999996	0.00047957499000000014	-9764568000000004e-20	-0.0016120934499999997	-8223033999999992e-20	-0.0020553906799999997	-0.0028980473699999998	0.0014540281300000006	0.0013650393700000007	-19369999999579654e-24	-25420000000341697e-24
Cr6_Obs_t167	0.00548752709	-9344900000004966e-22	-0.0012888495500000003	-0.0022117561500000008	0.0005026656899999993	-0.00010102452000000043	-0.0016415617100000001	-8480834000000083e-20	-0.0021110533200000003	-0.002981011300000001	0.0014966627399999996	0.0013946319099999987	-19840000000954233e-24	-26050000000534847e-24
Cr6_Obs_t168	0.005572241099999999	-9558700000001762e-22	-0.0013216489899999997	-0.00227053403	0.0005265833499999999	-0.00010446980000000043	-0.0016709130900000003	-8744543999999977e-20	-0.00216750002	-0.00306543883	0.0015401251400000004	0.00142425205	-2032000000012045e-23	-26680000000185895e-24
Cr6_Obs_t169	0.005655572549999998	-9773300000006204e-22	-0.0013547822200000001	-0.0023300752800000006	0.0005513351800000001	-0.00010797979000000044	-0.0017001137900000004	-9014177000000003e-20	-0.0022246999400000003	-0.0031513030700000004	0.0015844096200000003	0.00145386595	-20790000000410827e-24	-27310000000379045e-24
Cr6_Obs_t170	0.00573740078	-9988600000002427e-22	-0.00138822397	-0.0023903436	0.0005769265600000001	-0.0001115525300000007	-0.0017291292800000004	-9289739000000082e-20	-0.0022826195800000003	-0.0032385736200000004	0.0016295092300000003	0.0014834387	-21260000000701204e-24	-27940000000030094e-24
Cr6_Obs_t171	0.00581760584	-10204299999997052e-22	-0.0014219473799999998	-0.00245129983	0.000603360910000001	-0.00011518588000000002	-0.0017579243699999995	-9571231999999988e-20	-0.00234122277	-0.00332721641	0.0016754157799999997	0.0015129343100000006	-2173999999986742e-23	-28580000000183285e-24
Cr6_Obs_t172	0.00589606851	-104202999999959e-20	-0.0014559240100000001	-0.0025129019	0.0006306396199999998	-0.00011887743999999985	-0.00178646328	-9858646000000034e-20	-0.00240047057	-0.00341719368	0.00172211985	0.0015423158700000005	-2222000000011784e-23	-29220000000336477e-24
